"","cust_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1",59984,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.388259877989772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",109693,NA,NA,NA,NA,NA,1.05071203191471e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",169648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00946211348521786,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",199950,NA,NA,NA,NA,NA,NA,NA,0.00583895122834137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",289996,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",309971,NA,NA,NA,NA,NA,NA,0.00114821962804467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",329968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77883486586884e-32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",339627,NA,NA,NA,NA,NA,NA,NA,0.0212543950719032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",339918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06141997596937e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.299071275969396,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",459915,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000217214679214519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",559804,NA,NA,NA,NA,NA,NA,NA,NA,0.117480452045009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",579990,NA,NA,NA,NA,NA,NA,NA,NA,0.017974461975075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",589766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175660161580365,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",609815,NA,NA,NA,NA,NA,NA,0.000500400258398081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",609881,NA,NA,NA,NA,NA,0.0139338271607859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",689894,NA,NA,NA,NA,NA,NA,NA,NA,0.0849035951893189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",709543,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",799924,NA,NA,NA,NA,NA,0.000149534463687161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",869947,NA,NA,NA,NA,NA,NA,0.000415882610227604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",879592,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",879894,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69732299148544e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",909794,NA,NA,NA,0.0226533851402178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",909861,NA,NA,NA,NA,NA,NA,0.000879084043596469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",939843,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",969802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0499116007711632,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",969825,NA,NA,NA,0.015856093325882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",989713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0104838910033525,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",1009831,NA,NA,NA,NA,NA,NA,0.000164910332031811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",1009995,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",1049570,NA,NA,NA,NA,NA,NA,0.00619900247872902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",1069886,NA,NA,NA,NA,NA,NA,NA,NA,0.030724351127516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",1079927,NA,NA,NA,NA,NA,NA,NA,2.59620121596862e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",1129993,NA,NA,NA,NA,NA,NA,NA,0.0131391875885546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",1149770,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",1179654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000810385944052519,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1249927,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",1289567,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1309902,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",1339981,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000993203704771301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",1399898,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41403624390071e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",1469591,NA,0.0547700522406301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",1499761,NA,NA,NA,NA,NA,NA,NA,NA,0.0063824406986032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",1499909,NA,NA,NA,NA,NA,NA,NA,NA,0.0838881234889172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",1569894,NA,NA,NA,NA,NA,NA,NA,NA,2.94955538184718e-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",1579841,NA,NA,NA,NA,NA,NA,NA,NA,0.0908625270223844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",1589813,NA,NA,NA,NA,NA,NA,NA,0.0142999924474335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",1619556,NA,NA,NA,NA,NA,NA,2.99493749564509e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",1649886,NA,NA,NA,NA,NA,NA,NA,NA,0.0534991480638901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",1710000,NA,NA,NA,NA,NA,NA,NA,NA,0.000223083301297694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",1799643,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",1819868,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",1839834,NA,NA,NA,NA,NA,NA,NA,NA,0.000346772487031602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",1849794,NA,NA,NA,NA,NA,0.000592439882814493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",1949610,NA,NA,NA,NA,NA,0.0928887513041333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",1999671,NA,NA,NA,0.0352363831797788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2039621,NA,NA,NA,0.0105519948811732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2049977,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",2139816,NA,NA,NA,NA,NA,0.0203289095093617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",2199975,NA,NA,NA,0.0167991254353155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",2209804,NA,NA,NA,NA,NA,NA,3.4672700196453e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2249699,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2259776,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2269534,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2269804,NA,NA,NA,NA,NA,NA,NA,NA,0.0090991953875647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2339637,NA,NA,NA,NA,NA,NA,NA,0.0141465800398635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2389794,NA,NA,NA,NA,NA,NA,NA,NA,0.0835603976125455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2389837,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74119764345803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2389981,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",2539599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"71",2539850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.390166712746601,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2569933,NA,NA,NA,NA,NA,NA,NA,NA,0.00191509305028071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2639965,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2679888,NA,NA,NA,NA,NA,NA,NA,NA,0.145937558772903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2679893,NA,NA,NA,NA,NA,NA,0.00149141922804832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2689758,NA,0.31624848537623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2709959,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2719577,NA,NA,NA,NA,NA,NA,NA,NA,3.31250586971572e-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2749922,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2779799,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2789804,NA,NA,NA,NA,NA,NA,NA,NA,0.0501733881126078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",2799943,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2809801,NA,NA,NA,NA,NA,NA,NA,0.999537124580809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2829752,NA,NA,NA,0.0137673002620498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2869943,NA,NA,NA,NA,NA,5.55282665784747e-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2939799,NA,NA,NA,NA,NA,NA,NA,0.0135569649133487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2969695,NA,NA,NA,NA,NA,NA,NA,0.00265086383398278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2989796,NA,NA,NA,NA,NA,NA,NA,0.0130934262662292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",3009958,NA,NA,NA,NA,NA,NA,NA,0.0155353139948647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",3089929,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",3109806,NA,NA,NA,NA,NA,NA,NA,0.00938627075271262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",3169944,NA,NA,NA,NA,NA,NA,NA,0.0150086002786654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",3229801,NA,NA,NA,NA,NA,3.54881389530372e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",3239920,NA,NA,NA,NA,NA,NA,NA,0.0139735888093807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",3239931,NA,NA,NA,NA,NA,NA,NA,NA,0.141128901470658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",3249808,NA,NA,NA,NA,NA,NA,NA,NA,1.23523033177231e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",3259822,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",3269902,NA,NA,NA,NA,NA,NA,0.00786060873886843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",3279689,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",3299585,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000903819437615381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
