"X1","X2","X3","X4","X5","cus_id"
"FRUTOP","FLORBÚ","SABOROSA","CHIPS.AHOY","BAHLSEN","15419711"
"JACOBS","MCVITIES","DAILIDOCE","DELIPICK.","OREO","15469869"
"ARTIACH","DELIPICK.","OREO","VIEIRA..DE.CASTRO","CARR.S","15519754"
"FLORBÚ","DULCA","OREO","BAUDUCCO","FILIPINOS","15529995"
"LA.BURGALESA","CARR.S","GULLON","SNAPPY","CHIPS.AHOY","15559932"
"CHIPS.AHOY","DELIPICK.","CARR.S","NACIONAL","TRIUNFO","15599558"
"SABOROSA","OREO","FRUTOP","INSULAR","BAHLSEN","15599711"
"NACIONAL","TRIUNFO","OREO","FRUTOP","TUC","15629981"
"CHIPS.AHOY","DELIPICK.","DISNEY","FLORBÚ","LA.BURGALESA","15749826"
"OREO","FRUTOP","GRAN.PAVESI","DISNEY","MILKA","15809722"
"NACIONAL","OREO","CARR.S","SABOROSA","CUETARA","15819652"
"CHIPS.AHOY","CARR.S","SNAPPY","INSULAR","PROALIMENTAR","15819864"
"INSULAR","CARR.S","NUTELLA","CHIPS.AHOY","NACIONAL","15879989"
"FLORBÚ","CHIPS.AHOY","NACIONAL","MILKA","VIEIRA..DE.CASTRO","15949656"
"CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","PROALIMENTAR","DELIPICK.","DAILIDOCE","15959606"
"CHIPS.AHOY","JACOBS","LAMBERTZ","NUTELLA","SNAPPY","15969821"
"DELIPICK.","CHIPS.AHOY","DAN.CAKE","VIEIRA..DE.CASTRO","JACOBS","16019629"
"FLORBÚ","CUETARA","CHIPS.AHOY","SNAPPY","ARTIACH","16049785"
"FRUTOP","ARTIACH","CHIPS.AHOY","FLORBÚ","PROALIMENTAR","16069767"
"CHIPS.AHOY","FLORBÚ","CARR.S","SNAPPY","NUTELLA","16099749"
"OREO","DELIPICK.","MILKA","SABOROSA","VIEIRA..DE.CASTRO","16139538"
"NACIONAL","BAUDUCCO","JACOBS","CHIPS.AHOY","DISNEY","16179985"
"FLORBÚ","CHIPS.AHOY","DAN.CAKE","TRIUNFO","FRUTOP","16189799"
"DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","JACOBS","SABOROSA","CARR.S","16229605"
"FILIPINOS","OREO","NACIONAL","BALCONI","DULCA","16249638"
"LAMBERTZ","BALCONI","SABOROSA","OREO","NUTELLA","16269899"
"NUTELLA","CHIPS.AHOY","FLORBÚ","OREO","JACOBS","16329954"
"OREO","DELIPICK.","SABOROSA","DISNEY","LAMBERTZ","16419540"
"NACIONAL","CHIPS.AHOY","BALCONI","FLORBÚ","FRUTOP","16430000"
"OREO","SABOROSA","DISNEY","FRUTOP","DELIPICK.","16439955"
"CARR.S","CHIPS.AHOY","DAILIDOCE","INSULAR","NUTELLA","16509833"
"BALCONI","VIEIRA..DE.CASTRO","PROALIMENTAR","FRUTOP","CHIPS.AHOY","16529696"
"LAMBERTZ","CARR.S","DELIPICK.","CHIPS.AHOY","MARILAN","16549713"
"OREO","SABOROSA","FRUTOP","FILIPINOS","MILKA","16699953"
"INSULAR","NACIONAL","GULLON","OREO","FRUTOP","16709903"
"TRIUNFO","CARR.S","NUTELLA","CHIPS.AHOY","JACOBS","16779934"
"MARILAN","NACIONAL","CHIPS.AHOY","CARR.S","PROALIMENTAR","16809940"
"LA.BURGALESA","CUETARA","CARR.S","OREO","BALCONI","16819969"
"MARILAN","NACIONAL","CHIPS.AHOY","CARR.S","PROALIMENTAR","16829885"
"FLORBÚ","OREO","JACOBS","NUTELLA","MILKA","16869636"
"DAN.CAKE","CHIPS.AHOY","FLORBÚ","DU.BOIS.DE.LA.ROCHE","LAMBERTZ","16869990"
"DU.BOIS.DE.LA.ROCHE","BAHLSEN","OREO","SABOROSA","MILKA","16879828"
"LAMBERTZ","DU.BOIS.DE.LA.ROCHE","BELVITA","SNAPPY","CHIPS.AHOY","16889917"
"CHIPS.AHOY","MARILAN","CARR.S","DU.BOIS.DE.LA.ROCHE","DELIPICK.","16899629"
"BALCONI","CHIPS.AHOY","INSULAR","PROALIMENTAR","FRUTOP","17049579"
"OREO","NACIONAL","SABOROSA","FILIPINOS","BALCONI","17139799"
"OREO","NACIONAL","SABOROSA","BALCONI","FLORBÚ","17179776"
"OREO","NUTELLA","ARTIACH","FLORBÚ","TRIUNFO","17199977"
"NACIONAL","CHIPS.AHOY","SABOROSA","SNAPPY","CARR.S","17269835"
"FLORBÚ","PROALIMENTAR","CHIPS.AHOY","INSULAR","DAN.CAKE","17299665"
"MCVITIES","DAILIDOCE","NUTELLA","PROALIMENTAR","CHIPS.AHOY","17299754"
"BALCONI","CHIPS.AHOY","FRUTOP","JACOBS","MARILAN","17309576"
"NACIONAL","BALCONI","DELIPICK.","CHIPS.AHOY","LAMBERTZ","17319713"
"NACIONAL","GULLON","DELIPICK.","CHIPS.AHOY","FLORBÚ","17329573"
"MCVITIES","CHIPS.AHOY","FLORBÚ","LAMBERTZ","BELVITA","17459834"
"SABOROSA","MILKA","OREO","FRUTOP","DU.BOIS.DE.LA.ROCHE","17479985"
"FLORBÚ","NUTELLA","CHIPS.AHOY","CARR.S","TRIUNFO","17499832"
"BALCONI","LA.BURGALESA","INSULAR","FRUTOP","OREO","17619860"
"OREO","SABOROSA","DU.BOIS.DE.LA.ROCHE","DELIPICK.","JACOBS","17619883"
"CHIPS.AHOY","CARR.S","SNAPPY","NUTELLA","BAHLSEN","17709893"
"NACIONAL","DELIPICK.","CARR.S","JACOBS","CHIPS.AHOY","17799733"
"CUETARA","BAHLSEN","CHIPS.AHOY","CARR.S","JACOBS","17829579"
"ARTIACH","DELIPICK.","JACOBS","LAMBERTZ","CHIPS.AHOY","17849991"
"BALCONI","OREO","DULCA","NUTELLA","SABOROSA","17889753"
"FLORBÚ","TRIUNFO","CHIPS.AHOY","LAMBERTZ","DISNEY","17889830"
"FILIPINOS","SABOROSA","DU.BOIS.DE.LA.ROCHE","GRAN.PAVESI","OREO","17899753"
"CUETARA","CHIPS.AHOY","CARR.S","SNAPPY","BAHLSEN","17899931"
"INSULAR","PROALIMENTAR","CHIPS.AHOY","SNAPPY","DAN.CAKE","17929597"
"FILIPINOS","NACIONAL","ARTIACH","OREO","CHIPS.AHOY","17939852"
"SABOROSA","INSULAR","OREO","LA.BURGALESA","BAHLSEN","18009546"
"INSULAR","LAMBERTZ","CHIPS.AHOY","FLORBÚ","FRUTOP","18019542"
"LAMBERTZ","CHIPS.AHOY","OREO","BAHLSEN","NACIONAL","18149540"
"CARR.S","CHIPS.AHOY","SNAPPY","NACIONAL","CUETARA","18199654"
"CHIPS.AHOY","FLORBÚ","NUTELLA","LAMBERTZ","TRIUNFO","18199905"
"FLORBÚ","NUTELLA","CHIPS.AHOY","LAMBERTZ","CARR.S","18219808"
"OREO","SABOROSA","FILIPINOS","ARTIACH","FRUTOP","18249950"
"PROALIMENTAR","MCVITIES","CHIPS.AHOY","CARR.S","FRUTOP","18259979"
"SABOROSA","FRUTOP","OREO","MILKA","FILIPINOS","18419697"
"FILIPINOS","SABOROSA","OREO","FLORBÚ","DU.BOIS.DE.LA.ROCHE","18429945"
"CHIPS.AHOY","SNAPPY","BAHLSEN","CARR.S","LA.BURGALESA","18519751"
"CHIPS.AHOY","FRUTOP","SABOROSA","JACOBS","PROALIMENTAR","18539540"
"NACIONAL","OREO","BALCONI","LAMBERTZ","CHIPS.AHOY","18809726"
"INSULAR","DAN.CAKE","FLORBÚ","PROALIMENTAR","CHIPS.AHOY","18829966"
"SABOROSA","FILIPINOS","DU.BOIS.DE.LA.ROCHE","OREO","VIEIRA..DE.CASTRO","18869934"
"CARR.S","SNAPPY","FLORBÚ","CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","18939947"
"FLORBÚ","NUTELLA","DAN.CAKE","LAMBERTZ","CHIPS.AHOY","19009510"
"NACIONAL","LAMBERTZ","CUETARA","BALCONI","CHIPS.AHOY","19129933"
"NUTELLA","FLORBÚ","CARR.S","MARILAN","CHIPS.AHOY","19229772"
"CARR.S","SNAPPY","CHIPS.AHOY","NUTELLA","LA.BURGALESA","19259971"
"BALCONI","GULLON","OREO","NACIONAL","SABOROSA","19320000"
"NACIONAL","CUETARA","TRIUNFO","CHIPS.AHOY","FRUTOP","19349984"
"CHIPS.AHOY","CARR.S","MCVITIES","LAMBERTZ","BELVITA","19379796"
"MCVITIES","FLORBÚ","TUC","CHIPS.AHOY","DELIPICK.","19509983"
"CHIPS.AHOY","DELIPICK.","MARILAN","LA.BURGALESA","CARR.S","19529936"
"BALCONI","CHIPS.AHOY","BAHLSEN","INSULAR","PROALIMENTAR","19649675"
"DU.BOIS.DE.LA.ROCHE","OREO","SABOROSA","MILKA","DISNEY","19689682"
"NUTELLA","INSULAR","OREO","BAHLSEN","TUC","19699799"
"OREO","DISNEY","DELIPICK.","SABOROSA","LAMBERTZ","19789898"
"CHIPS.AHOY","NACIONAL","SNAPPY","CARR.S","LA.BURGALESA","19809975"
"GULLON","SNAPPY","CHIPS.AHOY","BAUDUCCO","SABOROSA","19849674"
"CHIPS.AHOY","CARR.S","SNAPPY","NACIONAL","BAHLSEN","19859957"
"GULLON","FLORBÚ","NUTELLA","CHIPS.AHOY","NACIONAL","19879521"
"FRUTOP","SABOROSA","BALCONI","CHIPS.AHOY","FLORBÚ","19879848"
"FLORBÚ","CARR.S","CHIPS.AHOY","FILIPINOS","LAMBERTZ","19909679"
"CUETARA","CHIPS.AHOY","CARR.S","DULCA","DELIPICK.","19939978"
"FLORBÚ","BALCONI","LAMBERTZ","CHIPS.AHOY","NACIONAL","19969667"
"CHIPS.AHOY","CUETARA","CARR.S","SNAPPY","FILIPINOS","20129679"
"BAUDUCCO","BALCONI","CHIPS.AHOY","ARTIACH","JACOBS","20219866"
"OREO","LAMBERTZ","NUTELLA","FLORBÚ","CHIPS.AHOY","20269853"
"DELIPICK.","LA.BURGALESA","DULCA","CHIPS.AHOY","FLORBÚ","20379814"
"BALCONI","FRUTOP","CHIPS.AHOY","FLORBÚ","BELVITA","20509797"
"NUTELLA","BALCONI","CHIPS.AHOY","CARR.S","BELVITA","20559593"
"CHIPS.AHOY","FLORBÚ","NUTELLA","MILKA","BALCONI","20579853"
"DU.BOIS.DE.LA.ROCHE","MILKA","VIEIRA..DE.CASTRO","BAHLSEN","OREO","20589880"
"MARILAN","PROALIMENTAR","CHIPS.AHOY","CUETARA","CARR.S","20619997"
"DELIPICK.","NUTELLA","BAHLSEN","CHIPS.AHOY","FRUTOP","20649929"
"CHIPS.AHOY","DELIPICK.","FLORBÚ","TRIUNFO","CARR.S","20739871"
"BALCONI","DELIPICK.","FLORBÚ","OREO","CHIPS.AHOY","20759906"
"MCVITIES","CHIPS.AHOY","SNAPPY","LAMBERTZ","PROALIMENTAR","20809998"
"INSULAR","DU.BOIS.DE.LA.ROCHE","OREO","VIEIRA..DE.CASTRO","NACIONAL","20869946"
"TRIUNFO","LAMBERTZ","BAUDUCCO","CHIPS.AHOY","DULCA","20889964"
"BALCONI","CUETARA","MARILAN","NACIONAL","CHIPS.AHOY","20909719"
"SABOROSA","BAHLSEN","MILKA","OREO","VIEIRA..DE.CASTRO","20919680"
"CHIPS.AHOY","CARR.S","SNAPPY","NACIONAL","BAHLSEN","20959540"
"MARILAN","DELIPICK.","CARR.S","CHIPS.AHOY","BALCONI","21039641"
"CHIPS.AHOY","LAMBERTZ","NACIONAL","OREO","DISNEY","21079559"
"CHIPS.AHOY","NUTELLA","DU.BOIS.DE.LA.ROCHE","CARR.S","DELIPICK.","21159716"
"OREO","SABOROSA","FRUTOP","MILKA","INSULAR","21179639"
"JACOBS","MARILAN","BAUDUCCO","INSULAR","OREO","21249884"
"OREO","GULLON","ARTIACH","CARR.S","NUTELLA","21309958"
"FRUTOP","CHIPS.AHOY","MARILAN","CARR.S","SNAPPY","21319608"
"FLORBÚ","CHIPS.AHOY","MILKA","FRUTOP","BALCONI","21349918"
"NACIONAL","CARR.S","DULCA","LA.BURGALESA","CHIPS.AHOY","21479974"
"NACIONAL","OREO","ARTIACH","FILIPINOS","DELIPICK.","21529951"
"NACIONAL","CHIPS.AHOY","DELIPICK.","FLORBÚ","CARR.S","21569591"
"FLORBÚ","MILKA","CHIPS.AHOY","DELIPICK.","LAMBERTZ","21579922"
"TRIUNFO","FLORBÚ","NUTELLA","LAMBERTZ","CHIPS.AHOY","21709938"
"OREO","GULLON","BALCONI","NACIONAL","FRUTOP","21729808"
"FLORBÚ","LAMBERTZ","CHIPS.AHOY","TRIUNFO","NUTELLA","21739653"
"BAUDUCCO","NACIONAL","INSULAR","DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","21759843"
"BAUDUCCO","NACIONAL","LA.BURGALESA","DELIPICK.","OREO","21829960"
"BALCONI","NACIONAL","FRUTOP","OREO","SABOROSA","21859540"
"OREO","MILKA","SABOROSA","FRUTOP","FILIPINOS","22009953"
"DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","OREO","FLORBÚ","MILKA","22029547"
"FRUTOP","LAMBERTZ","FLORBÚ","CHIPS.AHOY","SABOROSA","22079990"
"BALCONI","GULLON","OREO","NACIONAL","SABOROSA","22129546"
"NACIONAL","LA.BURGALESA","CHIPS.AHOY","CUETARA","BALCONI","22289992"
"CHIPS.AHOY","TRIUNFO","BALCONI","LA.BURGALESA","NACIONAL","22339588"
"LA.BURGALESA","NACIONAL","FRUTOP","OREO","SABOROSA","22419785"
"FLORBÚ","LAMBERTZ","DISNEY","CHIPS.AHOY","CARR.S","22419851"
"SNAPPY","INSULAR","CHIPS.AHOY","SABOROSA","CARR.S","22459707"
"INSULAR","CARR.S","OREO","SNAPPY","DISNEY","22509962"
"NACIONAL","TRIUNFO","FRUTOP","SABOROSA","CHIPS.AHOY","22529830"
"FILIPINOS","SABOROSA","FRUTOP","OREO","BAHLSEN","22679929"
"TRIUNFO","CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","FLORBÚ","GRAN.PAVESI","22689899"
"FLORBÚ","DAN.CAKE","LAMBERTZ","DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","22699990"
"OREO","SABOROSA","FRUTOP","MILKA","INSULAR","22789822"
"FLORBÚ","CHIPS.AHOY","PROALIMENTAR","DU.BOIS.DE.LA.ROCHE","CARR.S","22859731"
"FLORBÚ","CHIPS.AHOY","DELIPICK.","LAMBERTZ","DAN.CAKE","22869555"
"CARR.S","BAHLSEN","VIEIRA..DE.CASTRO","DISNEY","CHIPS.AHOY","22929627"
"FLORBÚ","PROALIMENTAR","NUTELLA","GULLON","OREO","23009992"
"FLORBÚ","PROALIMENTAR","INSULAR","CHIPS.AHOY","CARR.S","23059907"
"NACIONAL","TRIUNFO","SABOROSA","FRUTOP","CHIPS.AHOY","23100000"
"DELIPICK.","FLORBÚ","NACIONAL","DULCA","CHIPS.AHOY","23109737"
"NACIONAL","OREO","LAMBERTZ","DELIPICK.","BALCONI","23229587"
"NACIONAL","INSULAR","BELVITA","BALCONI","CHIPS.AHOY","23239648"
"INSULAR","CHIPS.AHOY","DAN.CAKE","FLORBÚ","FRUTOP","23319833"
"CHIPS.AHOY","OREO","DELIPICK.","TUC","FILIPINOS","23469756"
"NACIONAL","LAMBERTZ","DELIPICK.","TUC","OREO","23569586"
"CHIPS.AHOY","LAMBERTZ","OREO","DISNEY","SNAPPY","23629613"
"FLORBÚ","CHIPS.AHOY","LAMBERTZ","NUTELLA","DAILIDOCE","23629919"
"GULLON","OREO","NUTELLA","FLORBÚ","ARTIACH","23649887"
"CHIPS.AHOY","SNAPPY","ARTIACH","CARR.S","SABOROSA","23679575"
"NACIONAL","LA.BURGALESA","OREO","SABOROSA","CHIPS.AHOY","23689998"
"OREO","GULLON","NACIONAL","SABOROSA","FRUTOP","23729629"
"DELIPICK.","CHIPS.AHOY","SNAPPY","INSULAR","DULCA","23759562"
"NACIONAL","LA.BURGALESA","CHIPS.AHOY","ARTIACH","BALCONI","23799921"
"OREO","SABOROSA","BALCONI","FRUTOP","NACIONAL","23839751"
"NACIONAL","LAMBERTZ","CARR.S","CHIPS.AHOY","LA.BURGALESA","23839881"
"CUETARA","NACIONAL","BAUDUCCO","CHIPS.AHOY","BALCONI","23859646"
"BALCONI","CHIPS.AHOY","SNAPPY","DELIPICK.","LAMBERTZ","23989928"
"MILKA","OREO","JACOBS","DELIPICK.","FLORBÚ","23989990"
"MARILAN","CHIPS.AHOY","NACIONAL","CARR.S","PROALIMENTAR","24039560"
"CHIPS.AHOY","BELVITA","TRIUNFO","SNAPPY","CARR.S","24039599"
"CHIPS.AHOY","DELIPICK.","NACIONAL","OREO","FLORBÚ","24069956"
"CARR.S","CHIPS.AHOY","SNAPPY","PROALIMENTAR","NUTELLA","24109837"
"FILIPINOS","GULLON","CHIPS.AHOY","MCVITIES","PROALIMENTAR","24109953"
"CARR.S","NUTELLA","CHIPS.AHOY","DELIPICK.","DAILIDOCE","24209784"
"DELIPICK.","MCVITIES","TUC","OREO","JACOBS","24259591"
"FLORBÚ","DELIPICK.","CHIPS.AHOY","BAHLSEN","BELVITA","24269853"
"BALCONI","CHIPS.AHOY","SNAPPY","BAHLSEN","LA.BURGALESA","24319961"
"FLORBÚ","CHIPS.AHOY","NUTELLA","DU.BOIS.DE.LA.ROCHE","TRIUNFO","24409937"
"INSULAR","BELVITA","MCVITIES","CHIPS.AHOY","DAN.CAKE","24479817"
"NUTELLA","DAILIDOCE","DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","MCVITIES","24509693"
"LAMBERTZ","CHIPS.AHOY","DISNEY","TRIUNFO","FLORBÚ","24509760"
"NACIONAL","DULCA","OREO","DELIPICK.","FILIPINOS","24579854"
"BALCONI","FRUTOP","SABOROSA","NACIONAL","CHIPS.AHOY","24609776"
"DU.BOIS.DE.LA.ROCHE","SABOROSA","CHIPS.AHOY","DULCA","SNAPPY","24649640"
"NACIONAL","OREO","LAMBERTZ","DELIPICK.","TUC","24679865"
"DU.BOIS.DE.LA.ROCHE","SABOROSA","OREO","INSULAR","FLORBÚ","24769834"
"CHIPS.AHOY","FLORBÚ","FRUTOP","JACOBS","SABOROSA","24799724"
"FLORBÚ","CHIPS.AHOY","DELIPICK.","PROALIMENTAR","CUETARA","25009784"
"NACIONAL","LA.BURGALESA","CHIPS.AHOY","BALCONI","CARR.S","25009822"
"CHIPS.AHOY","BALCONI","PROALIMENTAR","CUETARA","NUTELLA","25059811"
"CARR.S","DELIPICK.","DAILIDOCE","JACOBS","CHIPS.AHOY","25089826"
"CHIPS.AHOY","BAHLSEN","PROALIMENTAR","BELVITA","NUTELLA","25109828"
"DULCA","VIEIRA..DE.CASTRO","FRUTOP","CHIPS.AHOY","SNAPPY","25159710"
"INSULAR","DAILIDOCE","CHIPS.AHOY","PROALIMENTAR","FLORBÚ","25199765"
"FRUTOP","SABOROSA","DELIPICK.","OREO","FILIPINOS","25209745"
"MCVITIES","MARILAN","CARR.S","DAILIDOCE","CHIPS.AHOY","25229774"
"BALCONI","CUETARA","MARILAN","NACIONAL","CHIPS.AHOY","25399559"
"SNAPPY","CARR.S","NACIONAL","JACOBS","CHIPS.AHOY","25509840"
"FLORBÚ","ARTIACH","CHIPS.AHOY","NUTELLA","BALCONI","25509893"
"NUTELLA","CHIPS.AHOY","FLORBÚ","TUC","CUETARA","25559637"
"BALCONI","GULLON","OREO","NACIONAL","SABOROSA","25609602"
"NUTELLA","OREO","FLORBÚ","LA.BURGALESA","BAHLSEN","25619583"
"LA.BURGALESA","OREO","BALCONI","SABOROSA","FRUTOP","25739825"
"FLORBÚ","CHIPS.AHOY","PROALIMENTAR","LAMBERTZ","NUTELLA","25749578"
"NACIONAL","INSULAR","BAUDUCCO","OREO","BELVITA","25769814"
"OREO","SABOROSA","FRUTOP","BAHLSEN","DISNEY","25869803"
"LA.BURGALESA","BALCONI","OREO","SABOROSA","DAN.CAKE","26129600"
"SABOROSA","FILIPINOS","OREO","BAHLSEN","FRUTOP","26169856"
"MCVITIES","JACOBS","INSULAR","CHIPS.AHOY","SNAPPY","26329982"
"CHIPS.AHOY","NUTELLA","DAN.CAKE","TUC","CARR.S","26349863"
"LAMBERTZ","CHIPS.AHOY","FLORBÚ","TRIUNFO","FRUTOP","26379959"
"NACIONAL","LAMBERTZ","CUETARA","CHIPS.AHOY","INSULAR","26399959"
"CHIPS.AHOY","OREO","NACIONAL","NUTELLA","FLORBÚ","26429816"
"FLORBÚ","CHIPS.AHOY","MILKA","FRUTOP","BAHLSEN","26449934"
"CARR.S","FLORBÚ","LAMBERTZ","SNAPPY","CHIPS.AHOY","26499927"
"MARILAN","BALCONI","CUETARA","NACIONAL","CHIPS.AHOY","26609625"
"MARILAN","DELIPICK.","SNAPPY","MILKA","CHIPS.AHOY","26619784"
"FLORBÚ","CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","BAHLSEN","JACOBS","26849928"
"FLORBÚ","FRUTOP","ARTIACH","BALCONI","CHIPS.AHOY","27009537"
"INSULAR","DU.BOIS.DE.LA.ROCHE","OREO","FLORBÚ","SABOROSA","27109826"
"OREO","INSULAR","FRUTOP","SABOROSA","MCVITIES","27119910"
"OREO","SABOROSA","DAN.CAKE","ARTIACH","BALCONI","27149825"
"DU.BOIS.DE.LA.ROCHE","OREO","SABOROSA","NACIONAL","LAMBERTZ","27179605"
"TRIUNFO","CHIPS.AHOY","DISNEY","JACOBS","SABOROSA","27309620"
"CARR.S","BAHLSEN","FLORBÚ","CHIPS.AHOY","NUTELLA","27349759"
"NACIONAL","LA.BURGALESA","LAMBERTZ","CHIPS.AHOY","PROALIMENTAR","27359976"
"MARILAN","CHIPS.AHOY","MCVITIES","LA.BURGALESA","GRAN.PAVESI","27369886"
"OREO","DU.BOIS.DE.LA.ROCHE","SABOROSA","DELIPICK.","CHIPS.AHOY","27379831"
"NACIONAL","INSULAR","FLORBÚ","JACOBS","CHIPS.AHOY","27449659"
"DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","FRUTOP","FLORBÚ","DISNEY","27469835"
"INSULAR","JACOBS","OREO","NUTELLA","DELIPICK.","27559914"
"CHIPS.AHOY","FLORBÚ","DELIPICK.","BALCONI","DAN.CAKE","27580000"
"SNAPPY","CHIPS.AHOY","NACIONAL","CARR.S","OREO","27609975"
"DELIPICK.","LAMBERTZ","MCVITIES","DAILIDOCE","CHIPS.AHOY","27769801"
"OREO","FLORBÚ","TRIUNFO","GULLON","INSULAR","27779919"
"MARILAN","CHIPS.AHOY","CARR.S","BELVITA","VIEIRA..DE.CASTRO","27789582"
"INSULAR","NACIONAL","BALCONI","OREO","FLORBÚ","27839656"
"INSULAR","CHIPS.AHOY","LAMBERTZ","FLORBÚ","MARILAN","27879910"
"BALCONI","DAN.CAKE","OREO","DISNEY","VIEIRA..DE.CASTRO","27929590"
"DELIPICK.","CHIPS.AHOY","JACOBS","NACIONAL","LAMBERTZ","27929598"
"BALCONI","OREO","FRUTOP","LA.BURGALESA","SABOROSA","27929947"
"JACOBS","DAILIDOCE","BAUDUCCO","BELVITA","CHIPS.AHOY","27949946"
"DELIPICK.","CUETARA","FILIPINOS","VIEIRA..DE.CASTRO","CHIPS.AHOY","27959877"
"BALCONI","NACIONAL","CHIPS.AHOY","INSULAR","SABOROSA","28049788"
"INSULAR","NACIONAL","CHIPS.AHOY","BALCONI","FLORBÚ","28199726"
"CHIPS.AHOY","DULCA","BELVITA","BAUDUCCO","LAMBERTZ","28199766"
"SABOROSA","CHIPS.AHOY","OREO","SNAPPY","DU.BOIS.DE.LA.ROCHE","28209623"
"DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","BELVITA","PROALIMENTAR","JACOBS","28359772"
"NACIONAL","CHIPS.AHOY","CARR.S","CUETARA","BALCONI","28389996"
"BALCONI","INSULAR","OREO","CHIPS.AHOY","LAMBERTZ","28449658"
"CHIPS.AHOY","PROALIMENTAR","MARILAN","FLORBÚ","LA.BURGALESA","28449975"
"FLORBÚ","DU.BOIS.DE.LA.ROCHE","INSULAR","PROALIMENTAR","CHIPS.AHOY","28469794"
"NACIONAL","BALCONI","FRUTOP","TUC","CHIPS.AHOY","28519912"
"CARR.S","CHIPS.AHOY","SNAPPY","LAMBERTZ","NUTELLA","28559806"
"DULCA","BELVITA","CHIPS.AHOY","FLORBÚ","CARR.S","28599796"
"OREO","SABOROSA","FRUTOP","MILKA","INSULAR","28659946"
"OREO","LAMBERTZ","GULLON","NACIONAL","INSULAR","28679927"
"OREO","SABOROSA","DU.BOIS.DE.LA.ROCHE","DISNEY","MILKA","28769574"
"PROALIMENTAR","CHIPS.AHOY","FLORBÚ","BAUDUCCO","DAILIDOCE","28839722"
"CARR.S","FLORBÚ","DELIPICK.","CHIPS.AHOY","VIEIRA..DE.CASTRO","28839892"
"CUETARA","LAMBERTZ","TRIUNFO","NUTELLA","CHIPS.AHOY","28899633"
"NUTELLA","OREO","FILIPINOS","FLORBÚ","LAMBERTZ","28939820"
"NUTELLA","INSULAR","CHIPS.AHOY","NACIONAL","FLORBÚ","28969931"
"LAMBERTZ","OREO","DELIPICK.","SABOROSA","DISNEY","28969992"
"NACIONAL","LAMBERTZ","LA.BURGALESA","OREO","INSULAR","28979677"
"GULLON","DELIPICK.","INSULAR","LAMBERTZ","OREO","28999606"
"BAHLSEN","GRAN.PAVESI","OREO","BAUDUCCO","VIEIRA..DE.CASTRO","29029884"
"DISNEY","OREO","INSULAR","BALCONI","CUETARA","29079953"
"NACIONAL","OREO","LAMBERTZ","SABOROSA","LA.BURGALESA","29089746"
"CARR.S","BELVITA","CHIPS.AHOY","SNAPPY","VIEIRA..DE.CASTRO","29249884"
"LAMBERTZ","CARR.S","CHIPS.AHOY","FLORBÚ","NUTELLA","29299986"
"NUTELLA","CUETARA","FLORBÚ","CHIPS.AHOY","ARTIACH","29329756"
"CARR.S","MCVITIES","MARILAN","BELVITA","CHIPS.AHOY","29349622"
"FRUTOP","FILIPINOS","MARILAN","TRIUNFO","CHIPS.AHOY","29379639"
"LAMBERTZ","LA.BURGALESA","FRUTOP","INSULAR","OREO","29379832"
"SNAPPY","CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","INSULAR","SABOROSA","29419730"
"FLORBÚ","NUTELLA","NACIONAL","CUETARA","CHIPS.AHOY","29429982"
"FLORBÚ","CHIPS.AHOY","DELIPICK.","CARR.S","DU.BOIS.DE.LA.ROCHE","29479946"
"CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","CARR.S","SNAPPY","DULCA","29509888"
"DULCA","VIEIRA..DE.CASTRO","CARR.S","FRUTOP","CHIPS.AHOY","29529994"
"DELIPICK.","CHIPS.AHOY","NACIONAL","JACOBS","FILIPINOS","29549819"
"DELIPICK.","DULCA","NACIONAL","OREO","FLORBÚ","29589795"
"INSULAR","OREO","DISNEY","SABOROSA","TRIUNFO","29589856"
"LAMBERTZ","OREO","LA.BURGALESA","TUC","FILIPINOS","29629704"
"OREO","MILKA","VIEIRA..DE.CASTRO","DU.BOIS.DE.LA.ROCHE","FILIPINOS","29649742"
"SABOROSA","OREO","DU.BOIS.DE.LA.ROCHE","MILKA","VIEIRA..DE.CASTRO","29689725"
"GULLON","DELIPICK.","CHIPS.AHOY","FLORBÚ","DULCA","29699939"
"CARR.S","CHIPS.AHOY","JACOBS","DELIPICK.","NACIONAL","29759594"
"DELIPICK.","CHIPS.AHOY","CARR.S","VIEIRA..DE.CASTRO","MARILAN","29769913"
"FLORBÚ","CHIPS.AHOY","FRUTOP","BALCONI","NUTELLA","29779920"
"NACIONAL","SABOROSA","OREO","LA.BURGALESA","VIEIRA..DE.CASTRO","29929667"
"FLORBÚ","LAMBERTZ","NUTELLA","CHIPS.AHOY","PROALIMENTAR","29989562"
