"X1","X2","X3","X4","X5","cus_id"
"OREO","INSULAR","GULLON","ARTIACH","CARR.S","29989718"
"MCVITIES","CHIPS.AHOY","FLORBÚ","FRUTOP","PROALIMENTAR","30039956"
"FRUTOP","JACOBS","NUTELLA","FLORBÚ","CHIPS.AHOY","30159778"
"DELIPICK.","FLORBÚ","CHIPS.AHOY","DISNEY","FILIPINOS","30189723"
"BALCONI","GULLON","OREO","ARTIACH","FRUTOP","30209822"
"GULLON","FRUTOP","BALCONI","TRIUNFO","CHIPS.AHOY","30229727"
"MILKA","BALCONI","OREO","FLORBÚ","NACIONAL","30279834"
"OREO","DELIPICK.","FILIPINOS","FRUTOP","SABOROSA","30329982"
"INSULAR","MCVITIES","CHIPS.AHOY","DAN.CAKE","FRUTOP","30439747"
"CHIPS.AHOY","OREO","DAILIDOCE","NACIONAL","SABOROSA","30519968"
"LAMBERTZ","MCVITIES","INSULAR","CHIPS.AHOY","BAUDUCCO","30699587"
"LAMBERTZ","NACIONAL","TRIUNFO","LA.BURGALESA","CHIPS.AHOY","30729553"
"INSULAR","CARR.S","NACIONAL","CHIPS.AHOY","DAILIDOCE","30739829"
"INSULAR","GULLON","CHIPS.AHOY","DAILIDOCE","DELIPICK.","30789865"
"JACOBS","FILIPINOS","NUTELLA","FLORBÚ","CHIPS.AHOY","30939761"
"NACIONAL","CHIPS.AHOY","BAUDUCCO","DU.BOIS.DE.LA.ROCHE","SABOROSA","31009635"
"BELVITA","TUC","DAILIDOCE","NUTELLA","CHIPS.AHOY","31069984"
"DULCA","DELIPICK.","FLORBÚ","LAMBERTZ","CHIPS.AHOY","31079582"
"ARTIACH","INSULAR","CARR.S","FLORBÚ","OREO","31099800"
"NACIONAL","TRIUNFO","LA.BURGALESA","OREO","SNAPPY","31189563"
"CARR.S","DELIPICK.","CHIPS.AHOY","MCVITIES","BELVITA","31229829"
"CHIPS.AHOY","TRIUNFO","CARR.S","INSULAR","MARILAN","31259918"
"NACIONAL","CARR.S","CHIPS.AHOY","SNAPPY","GULLON","31309962"
"OREO","FLORBÚ","FILIPINOS","NACIONAL","FRUTOP","31319659"
"OREO","DELIPICK.","DAILIDOCE","NUTELLA","FILIPINOS","31359876"
"NACIONAL","BALCONI","ARTIACH","DELIPICK.","CHIPS.AHOY","31449864"
"FLORBÚ","NUTELLA","CHIPS.AHOY","LAMBERTZ","CARR.S","31479538"
"CHIPS.AHOY","LAMBERTZ","NACIONAL","OREO","DISNEY","31569956"
"CHIPS.AHOY","SNAPPY","CARR.S","TRIUNFO","NUTELLA","31619963"
"FLORBÚ","DELIPICK.","MILKA","CHIPS.AHOY","NACIONAL","31709884"
"NACIONAL","LAMBERTZ","DELIPICK.","CHIPS.AHOY","VIEIRA..DE.CASTRO","31809821"
"BALCONI","CUETARA","MARILAN","NACIONAL","CHIPS.AHOY","31829841"
"FLORBÚ","NACIONAL","DULCA","NUTELLA","CHIPS.AHOY","31859680"
"BALCONI","OREO","DULCA","INSULAR","NUTELLA","31889833"
"MCVITIES","CHIPS.AHOY","DELIPICK.","INSULAR","MARILAN","31929673"
"DU.BOIS.DE.LA.ROCHE","OREO","GRAN.PAVESI","DISNEY","VIEIRA..DE.CASTRO","31929809"
"CUETARA","FLORBÚ","CHIPS.AHOY","NUTELLA","LAMBERTZ","31929940"
"OREO","BAHLSEN","FRUTOP","FILIPINOS","GRAN.PAVESI","32019639"
"BALCONI","DELIPICK.","NACIONAL","CHIPS.AHOY","DAN.CAKE","32209848"
"CUETARA","BALCONI","LAMBERTZ","CHIPS.AHOY","NUTELLA","32299809"
"BAHLSEN","VIEIRA..DE.CASTRO","FILIPINOS","DU.BOIS.DE.LA.ROCHE","OREO","32419982"
"FLORBÚ","CHIPS.AHOY","PROALIMENTAR","NACIONAL","DULCA","32439773"
"CUETARA","BALCONI","ARTIACH","FRUTOP","CHIPS.AHOY","32449778"
"SABOROSA","CHIPS.AHOY","SNAPPY","BAHLSEN","FILIPINOS","32469998"
"FLORBÚ","NUTELLA","CHIPS.AHOY","DELIPICK.","PROALIMENTAR","32529669"
"NUTELLA","LAMBERTZ","JACOBS","OREO","DAILIDOCE","32539994"
"CHIPS.AHOY","CARR.S","FLORBÚ","PROALIMENTAR","BELVITA","32559815"
"CARR.S","SNAPPY","CHIPS.AHOY","LAMBERTZ","FLORBÚ","32619707"
"LAMBERTZ","FRUTOP","LA.BURGALESA","NACIONAL","CHIPS.AHOY","32719930"
"CARR.S","SNAPPY","CHIPS.AHOY","PROALIMENTAR","MARILAN","32899755"
"FLORBÚ","CARR.S","CHIPS.AHOY","VIEIRA..DE.CASTRO","BAHLSEN","32929755"
"NACIONAL","OREO","LAMBERTZ","BALCONI","DELIPICK.","33019857"
"FLORBÚ","CHIPS.AHOY","DELIPICK.","CUETARA","DAN.CAKE","33039984"
"OREO","INSULAR","FRUTOP","SABOROSA","TRIUNFO","33059986"
"BALCONI","CUETARA","MARILAN","NACIONAL","CHIPS.AHOY","33119644"
"BAHLSEN","SABOROSA","DU.BOIS.DE.LA.ROCHE","ARTIACH","CHIPS.AHOY","33159630"
"GULLON","FLORBÚ","ARTIACH","OREO","DAN.CAKE","33169982"
"INSULAR","MILKA","DU.BOIS.DE.LA.ROCHE","OREO","DISNEY","33189852"
"OREO","FILIPINOS","SABOROSA","DELIPICK.","NACIONAL","33289859"
"CHIPS.AHOY","FLORBÚ","DELIPICK.","NACIONAL","CARR.S","33419626"
"CARR.S","INSULAR","PROALIMENTAR","OREO","ARTIACH","33419788"
"SABOROSA","FRUTOP","DAN.CAKE","CHIPS.AHOY","TUC","33459796"
"CHIPS.AHOY","CARR.S","TRIUNFO","BAHLSEN","MCVITIES","33559925"
"OREO","SABOROSA","FRUTOP","FILIPINOS","MILKA","33599647"
"DULCA","BELVITA","JACOBS","DAILIDOCE","CHIPS.AHOY","33629761"
"MCVITIES","FLORBÚ","NACIONAL","CHIPS.AHOY","PROALIMENTAR","33729827"
"OREO","SABOROSA","FILIPINOS","DELIPICK.","LAMBERTZ","33799842"
"OREO","CHIPS.AHOY","LAMBERTZ","NACIONAL","BALCONI","33819950"
"GULLON","OREO","INSULAR","LAMBERTZ","BAUDUCCO","33869812"
"LAMBERTZ","CHIPS.AHOY","BAUDUCCO","NUTELLA","MCVITIES","33919808"
"DELIPICK.","LAMBERTZ","DU.BOIS.DE.LA.ROCHE","INSULAR","CHIPS.AHOY","33949766"
"LAMBERTZ","LA.BURGALESA","CHIPS.AHOY","TRIUNFO","OREO","33979834"
"MCVITIES","BELVITA","CHIPS.AHOY","CARR.S","MARILAN","33989604"
"GULLON","DELIPICK.","OREO","LAMBERTZ","NACIONAL","34029868"
"MILKA","CHIPS.AHOY","VIEIRA..DE.CASTRO","DU.BOIS.DE.LA.ROCHE","FLORBÚ","34089867"
"FLORBÚ","CHIPS.AHOY","NACIONAL","LA.BURGALESA","OREO","34119894"
"FLORBÚ","OREO","NUTELLA","NACIONAL","CHIPS.AHOY","34139947"
"CHIPS.AHOY","BELVITA","PROALIMENTAR","LAMBERTZ","FLORBÚ","34159622"
"BALCONI","CHIPS.AHOY","INSULAR","PROALIMENTAR","BELVITA","34179982"
"FLORBÚ","DELIPICK.","CHIPS.AHOY","BAUDUCCO","FILIPINOS","34189966"
"BALCONI","NACIONAL","LA.BURGALESA","TRIUNFO","CHIPS.AHOY","34219961"
"INSULAR","FRUTOP","TUC","CHIPS.AHOY","NACIONAL","34279797"
"FLORBÚ","SNAPPY","CHIPS.AHOY","MARILAN","INSULAR","34399619"
"LAMBERTZ","MCVITIES","CHIPS.AHOY","INSULAR","SNAPPY","34399797"
"FLORBÚ","INSULAR","DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","SABOROSA","34439806"
"INSULAR","LAMBERTZ","MARILAN","FLORBÚ","CHIPS.AHOY","34479813"
"MCVITIES","DELIPICK.","FLORBÚ","CHIPS.AHOY","PROALIMENTAR","34489919"
"MARILAN","DELIPICK.","JACOBS","CHIPS.AHOY","CARR.S","34519809"
"BALCONI","GULLON","NACIONAL","OREO","SABOROSA","34559987"
"BALCONI","CUETARA","CHIPS.AHOY","PROALIMENTAR","NUTELLA","34569928"
"CARR.S","CHIPS.AHOY","MARILAN","BELVITA","SNAPPY","34589863"
"CHIPS.AHOY","BALCONI","MARILAN","INSULAR","DELIPICK.","34609618"
"OREO","INSULAR","ARTIACH","MILKA","SABOROSA","34799710"
"OREO","LAMBERTZ","DELIPICK.","SABOROSA","FLORBÚ","34899963"
"NACIONAL","DULCA","LAMBERTZ","BAUDUCCO","OREO","34929832"
"LA.BURGALESA","BAUDUCCO","CHIPS.AHOY","ARTIACH","CARR.S","34999968"
"CHIPS.AHOY","FLORBÚ","DELIPICK.","MILKA","DULCA","35009936"
"NACIONAL","LA.BURGALESA","CHIPS.AHOY","BALCONI","CUETARA","35119545"
"CHIPS.AHOY","NACIONAL","CARR.S","SNAPPY","BELVITA","35159813"
"LAMBERTZ","LA.BURGALESA","NACIONAL","CHIPS.AHOY","BELVITA","35209712"
"TRIUNFO","ARTIACH","BAUDUCCO","DISNEY","CHIPS.AHOY","35359799"
"INSULAR","DU.BOIS.DE.LA.ROCHE","DISNEY","OREO","ARTIACH","35379761"
"NACIONAL","LA.BURGALESA","FRUTOP","OREO","TRIUNFO","35389919"
"OREO","DULCA","LA.BURGALESA","ARTIACH","DISNEY","35439967"
"OREO","NACIONAL","SABOROSA","FILIPINOS","LAMBERTZ","35629876"
"FLORBÚ","TRIUNFO","FRUTOP","LAMBERTZ","CHIPS.AHOY","35649822"
"NACIONAL","CHIPS.AHOY","INSULAR","BELVITA","SNAPPY","35699915"
"NUTELLA","LAMBERTZ","CARR.S","FLORBÚ","CHIPS.AHOY","35749659"
"NACIONAL","LA.BURGALESA","BALCONI","CHIPS.AHOY","CUETARA","35829769"
"MILKA","CHIPS.AHOY","FRUTOP","BAHLSEN","CARR.S","35879867"
"INSULAR","TUC","DAILIDOCE","CHIPS.AHOY","NUTELLA","35909717"
"NACIONAL","FILIPINOS","CHIPS.AHOY","LAMBERTZ","MARILAN","35939966"
"NUTELLA","MARILAN","CARR.S","FLORBÚ","CHIPS.AHOY","35999835"
"INSULAR","LAMBERTZ","MARILAN","FLORBÚ","CHIPS.AHOY","35999976"
"CHIPS.AHOY","FRUTOP","JACOBS","CUETARA","SABOROSA","36169605"
"LA.BURGALESA","FRUTOP","OREO","CARR.S","CHIPS.AHOY","36169831"
"CUETARA","DISNEY","TRIUNFO","BALCONI","OREO","36249881"
"INSULAR","CARR.S","DELIPICK.","CHIPS.AHOY","FRUTOP","36389625"
"LA.BURGALESA","FRUTOP","SABOROSA","BALCONI","OREO","36499864"
"PROALIMENTAR","FLORBÚ","NUTELLA","CARR.S","CHIPS.AHOY","36589768"
"CUETARA","NACIONAL","MARILAN","CARR.S","CHIPS.AHOY","36619796"
"GULLON","LA.BURGALESA","FRUTOP","BELVITA","CHIPS.AHOY","36619985"
"NUTELLA","FLORBÚ","JACOBS","CHIPS.AHOY","TRIUNFO","36669948"
"INSULAR","NACIONAL","BALCONI","OREO","ARTIACH","36719954"
"FLORBÚ","CHIPS.AHOY","DELIPICK.","MILKA","DAN.CAKE","36739956"
"CHIPS.AHOY","BALCONI","PROALIMENTAR","ARTIACH","FRUTOP","36769809"
"CHIPS.AHOY","FLORBÚ","DELIPICK.","CARR.S","DULCA","36859904"
"NUTELLA","CHIPS.AHOY","FLORBÚ","JACOBS","NACIONAL","36919761"
"CHIPS.AHOY","INSULAR","CARR.S","MARILAN","SNAPPY","36929595"
"DELIPICK.","CHIPS.AHOY","CARR.S","LAMBERTZ","FLORBÚ","36989721"
"LAMBERTZ","MILKA","CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","MCVITIES","37009633"
"CHIPS.AHOY","FLORBÚ","INSULAR","PROALIMENTAR","DELIPICK.","37019819"
"NACIONAL","BALCONI","MARILAN","CARR.S","CHIPS.AHOY","37059708"
"DULCA","DELIPICK.","FILIPINOS","OREO","INSULAR","37089659"
"NACIONAL","CUETARA","CHIPS.AHOY","LAMBERTZ","BALCONI","37189823"
"SABOROSA","DU.BOIS.DE.LA.ROCHE","DISNEY","OREO","DELIPICK.","37239575"
"OREO","FILIPINOS","FLORBÚ","SABOROSA","DISNEY","37259652"
"NACIONAL","NUTELLA","FLORBÚ","CHIPS.AHOY","JACOBS","37269831"
"FLORBÚ","CARR.S","SNAPPY","MILKA","CHIPS.AHOY","37279640"
"FLORBÚ","LAMBERTZ","DELIPICK.","MILKA","CHIPS.AHOY","37279800"
"FLORBÚ","DELIPICK.","CHIPS.AHOY","LAMBERTZ","CUETARA","37339808"
"NACIONAL","CHIPS.AHOY","DELIPICK.","DULCA","FLORBÚ","37339829"
"DELIPICK.","LAMBERTZ","MCVITIES","CHIPS.AHOY","DAILIDOCE","37349873"
"DELIPICK.","OREO","LA.BURGALESA","NUTELLA","INSULAR","37529902"
"FLORBÚ","LAMBERTZ","CHIPS.AHOY","BAUDUCCO","CUETARA","37549587"
"LAMBERTZ","MILKA","CARR.S","CHIPS.AHOY","INSULAR","37549925"
"OREO","GULLON","BALCONI","INSULAR","NACIONAL","37549987"
"LAMBERTZ","TUC","FRUTOP","FILIPINOS","OREO","37589999"
"CHIPS.AHOY","NACIONAL","CARR.S","SNAPPY","BAHLSEN","37609990"
"NUTELLA","OREO","CHIPS.AHOY","JACOBS","LAMBERTZ","37689808"
"FLORBÚ","NUTELLA","FRUTOP","CHIPS.AHOY","LAMBERTZ","37769931"
"CARR.S","CUETARA","NACIONAL","CHIPS.AHOY","DELIPICK.","37809945"
"DAILIDOCE","CARR.S","CHIPS.AHOY","INSULAR","OREO","37939888"
"CHIPS.AHOY","FLORBÚ","SABOROSA","LAMBERTZ","FRUTOP","37989556"
"TUC","TRIUNFO","INSULAR","DAN.CAKE","CHIPS.AHOY","38079788"
"NACIONAL","GULLON","JACOBS","DELIPICK.","OREO","38079809"
"FLORBÚ","NUTELLA","CARR.S","LAMBERTZ","CHIPS.AHOY","38169913"
"CHIPS.AHOY","CUETARA","PROALIMENTAR","BALCONI","CARR.S","38209579"
"NACIONAL","OREO","LA.BURGALESA","TRIUNFO","SABOROSA","38259649"
"VIEIRA..DE.CASTRO","MARILAN","PROALIMENTAR","SNAPPY","CHIPS.AHOY","38269966"
"CHIPS.AHOY","NUTELLA","CUETARA","BALCONI","NACIONAL","38279666"
"DU.BOIS.DE.LA.ROCHE","OREO","SABOROSA","DELIPICK.","DISNEY","38309986"
"FLORBÚ","DELIPICK.","CHIPS.AHOY","MILKA","DISNEY","38329808"
"OREO","DULCA","SABOROSA","ARTIACH","LA.BURGALESA","38349595"
"OREO","SABOROSA","DISNEY","ARTIACH","BAHLSEN","38399997"
"NACIONAL","INSULAR","LAMBERTZ","BALCONI","OREO","38419754"
"GULLON","ARTIACH","TRIUNFO","OREO","LA.BURGALESA","38469642"
"FLORBÚ","DU.BOIS.DE.LA.ROCHE","SABOROSA","BAHLSEN","CHIPS.AHOY","38479729"
"OREO","SABOROSA","FRUTOP","MILKA","FILIPINOS","38509607"
"CHIPS.AHOY","CARR.S","FRUTOP","BAHLSEN","NACIONAL","38599801"
"OREO","DU.BOIS.DE.LA.ROCHE","BAHLSEN","VIEIRA..DE.CASTRO","DAN.CAKE","38659789"
"CHIPS.AHOY","BELVITA","ARTIACH","NUTELLA","FRUTOP","38679713"
"CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","SABOROSA","BALCONI","MCVITIES","38709981"
"FRUTOP","CHIPS.AHOY","FLORBÚ","NUTELLA","FILIPINOS","38809687"
"FLORBÚ","DAN.CAKE","CARR.S","CHIPS.AHOY","DELIPICK.","38849787"
"DISNEY","TRIUNFO","BELVITA","CHIPS.AHOY","GULLON","38939876"
"NACIONAL","FILIPINOS","DELIPICK.","OREO","SABOROSA","38999936"
"OREO","SABOROSA","BAHLSEN","FILIPINOS","FRUTOP","39029801"
"CHIPS.AHOY","MARILAN","PROALIMENTAR","FLORBÚ","INSULAR","39069916"
"NUTELLA","FLORBÚ","LAMBERTZ","OREO","FILIPINOS","39089617"
"FRUTOP","TRIUNFO","CHIPS.AHOY","FLORBÚ","LAMBERTZ","39089810"
"FLORBÚ","DULCA","CHIPS.AHOY","DELIPICK.","DISNEY","39229941"
"CARR.S","OREO","INSULAR","SNAPPY","TRIUNFO","39249847"
"BALCONI","TUC","OREO","SABOROSA","FRUTOP","39339616"
"NUTELLA","DAILIDOCE","JACOBS","FLORBÚ","CHIPS.AHOY","39369790"
"CUETARA","BALCONI","CHIPS.AHOY","DISNEY","DAN.CAKE","39629993"
"NACIONAL","CHIPS.AHOY","CUETARA","LA.BURGALESA","TRIUNFO","39669803"
"OREO","BALCONI","LAMBERTZ","DISNEY","SABOROSA","39669911"
"CUETARA","ARTIACH","CHIPS.AHOY","JACOBS","NUTELLA","39679904"
"CHIPS.AHOY","GRAN.PAVESI","DISNEY","LAMBERTZ","BALCONI","39699825"
"BALCONI","NACIONAL","INSULAR","OREO","LA.BURGALESA","39719814"
"MARILAN","VIEIRA..DE.CASTRO","NUTELLA","CHIPS.AHOY","GRAN.PAVESI","39719963"
"CHIPS.AHOY","MCVITIES","CARR.S","LAMBERTZ","DAILIDOCE","39739563"
"INSULAR","BALCONI","CARR.S","CHIPS.AHOY","PROALIMENTAR","39739964"
"LAMBERTZ","CHIPS.AHOY","MCVITIES","DELIPICK.","INSULAR","39769980"
"LAMBERTZ","CARR.S","INSULAR","OREO","TUC","39789916"
"CARR.S","CHIPS.AHOY","BELVITA","FILIPINOS","DULCA","39809741"
"OREO","DU.BOIS.DE.LA.ROCHE","BAHLSEN","INSULAR","GRAN.PAVESI","39849575"
"CHIPS.AHOY","CUETARA","FLORBÚ","MCVITIES","MARILAN","39849760"
"FRUTOP","CHIPS.AHOY","FLORBÚ","NUTELLA","DISNEY","39849975"
"BALCONI","NACIONAL","CHIPS.AHOY","SNAPPY","FRUTOP","39949823"
"OREO","NACIONAL","FILIPINOS","JACOBS","FRUTOP","39979725"
"ARTIACH","LA.BURGALESA","OREO","SABOROSA","DISNEY","40099884"
"INSULAR","CHIPS.AHOY","FLORBÚ","NACIONAL","FRUTOP","40139886"
"BALCONI","CUETARA","PROALIMENTAR","CHIPS.AHOY","MARILAN","40149996"
"NACIONAL","INSULAR","OREO","CARR.S","DELIPICK.","40169835"
"NACIONAL","BALCONI","CHIPS.AHOY","LA.BURGALESA","TRIUNFO","40199579"
"OREO","NACIONAL","INSULAR","DULCA","DELIPICK.","40199924"
"CARR.S","DELIPICK.","CHIPS.AHOY","SNAPPY","MILKA","40199980"
"SNAPPY","LAMBERTZ","CHIPS.AHOY","BALCONI","CUETARA","40229834"
"FRUTOP","FLORBÚ","CHIPS.AHOY","LAMBERTZ","PROALIMENTAR","40239915"
"CHIPS.AHOY","FILIPINOS","SNAPPY","CARR.S","LAMBERTZ","40289891"
"FLORBÚ","DU.BOIS.DE.LA.ROCHE","DISNEY","SNAPPY","CHIPS.AHOY","40419620"
"ARTIACH","CHIPS.AHOY","BAUDUCCO","SNAPPY","FRUTOP","40429880"
"SABOROSA","INSULAR","OREO","DU.BOIS.DE.LA.ROCHE","TRIUNFO","40439944"
"CARR.S","SNAPPY","CHIPS.AHOY","OREO","GULLON","40479996"
"INSULAR","DISNEY","SABOROSA","OREO","MILKA","40549840"
"CHIPS.AHOY","FLORBÚ","PROALIMENTAR","FRUTOP","BALCONI","40579818"
"FLORBÚ","DAN.CAKE","CHIPS.AHOY","LAMBERTZ","BELVITA","40599648"
"BALCONI","GULLON","OREO","NACIONAL","FRUTOP","40609703"
"LAMBERTZ","NACIONAL","OREO","NUTELLA","CHIPS.AHOY","40619813"
"FLORBÚ","CHIPS.AHOY","LAMBERTZ","OREO","DELIPICK.","40669690"
"OREO","CHIPS.AHOY","NACIONAL","LAMBERTZ","DISNEY","40669781"
"FLORBÚ","NUTELLA","CHIPS.AHOY","CARR.S","DAILIDOCE","40709994"
"INSULAR","CARR.S","OREO","SNAPPY","PROALIMENTAR","40749822"
"JACOBS","CHIPS.AHOY","DELIPICK.","CARR.S","FILIPINOS","40779978"
"BAUDUCCO","LA.BURGALESA","OREO","SABOROSA","FILIPINOS","40819762"
"FLORBÚ","CHIPS.AHOY","CUETARA","MCVITIES","CARR.S","40889581"
"CHIPS.AHOY","FLORBÚ","LAMBERTZ","MILKA","MCVITIES","40889697"
"MCVITIES","FRUTOP","OREO","TUC","DISNEY","40959631"
"INSULAR","CHIPS.AHOY","FLORBÚ","NACIONAL","DAN.CAKE","40969917"
"DULCA","LAMBERTZ","DELIPICK.","OREO","TUC","41049616"
"LAMBERTZ","LA.BURGALESA","CUETARA","NACIONAL","CHIPS.AHOY","41069978"
"DELIPICK.","CARR.S","CHIPS.AHOY","FLORBÚ","VIEIRA..DE.CASTRO","41089978"
"BAHLSEN","OREO","DISNEY","VIEIRA..DE.CASTRO","TUC","41189997"
"CARR.S","CHIPS.AHOY","MCVITIES","DELIPICK.","MILKA","41219986"
"BALCONI","FRUTOP","SABOROSA","CHIPS.AHOY","BELVITA","41419975"
"OREO","CHIPS.AHOY","BAHLSEN","SNAPPY","CARR.S","41469905"
"FLORBÚ","CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","JACOBS","BAHLSEN","41479616"
"CHIPS.AHOY","SNAPPY","CARR.S","FILIPINOS","SABOROSA","41519646"
"CARR.S","CHIPS.AHOY","SNAPPY","BAHLSEN","JACOBS","41539962"
"NACIONAL","OREO","DELIPICK.","LAMBERTZ","LA.BURGALESA","41579936"
"SABOROSA","OREO","FILIPINOS","MILKA","INSULAR","41589878"
"BALCONI","OREO","GULLON","LA.BURGALESA","GRAN.PAVESI","41679923"
"NACIONAL","BALCONI","CUETARA","MARILAN","CHIPS.AHOY","41699814"
"OREO","CHIPS.AHOY","DISNEY","SABOROSA","LAMBERTZ","41709665"
"BALCONI","NACIONAL","SABOROSA","CHIPS.AHOY","JACOBS","41879910"
"FLORBÚ","OREO","DELIPICK.","FILIPINOS","DAN.CAKE","41969542"
"NACIONAL","SNAPPY","SABOROSA","OREO","DISNEY","41979677"
"CHIPS.AHOY","SNAPPY","CARR.S","BAHLSEN","SABOROSA","42119677"
"DELIPICK.","FLORBÚ","BAUDUCCO","CHIPS.AHOY","BALCONI","42139922"
"CHIPS.AHOY","CARR.S","SNAPPY","NACIONAL","GULLON","42149824"
"CHIPS.AHOY","FLORBÚ","INSULAR","DU.BOIS.DE.LA.ROCHE","SNAPPY","42169852"
"INSULAR","CHIPS.AHOY","PROALIMENTAR","FLORBÚ","NUTELLA","42179858"
"OREO","SABOROSA","DU.BOIS.DE.LA.ROCHE","DISNEY","LAMBERTZ","42289929"
"DELIPICK.","OREO","MILKA","LAMBERTZ","BALCONI","42329595"
"MCVITIES","CHIPS.AHOY","FRUTOP","ARTIACH","NUTELLA","42509966"
"SNAPPY","BALCONI","DELIPICK.","VIEIRA..DE.CASTRO","CHIPS.AHOY","42509986"
"NACIONAL","FLORBÚ","DAN.CAKE","DULCA","CHIPS.AHOY","42529970"
"INSULAR","CHIPS.AHOY","CARR.S","SABOROSA","SNAPPY","42539716"
"INSULAR","NACIONAL","OREO","SABOROSA","SNAPPY","42659898"
"NACIONAL","CHIPS.AHOY","LA.BURGALESA","INSULAR","LAMBERTZ","42819555"
"BALCONI","OREO","GULLON","DAN.CAKE","DELIPICK.","42879651"
"OREO","DU.BOIS.DE.LA.ROCHE","SABOROSA","BAHLSEN","MILKA","42919778"
"FRUTOP","DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","INSULAR","SNAPPY","42929814"
"OREO","SABOROSA","JACOBS","NACIONAL","BALCONI","42939560"
"TUC","DELIPICK.","FILIPINOS","LAMBERTZ","CHIPS.AHOY","42959986"
"INSULAR","OREO","SABOROSA","BALCONI","NACIONAL","43129969"
"BALCONI","LA.BURGALESA","CHIPS.AHOY","NACIONAL","FRUTOP","43299990"
"BALCONI","GULLON","OREO","NACIONAL","FRUTOP","43319898"
"LAMBERTZ","BAUDUCCO","FLORBÚ","CHIPS.AHOY","TRIUNFO","43349579"
"BALCONI","GULLON","TRIUNFO","OREO","LA.BURGALESA","43429730"
"NACIONAL","BALCONI","LAMBERTZ","CHIPS.AHOY","DELIPICK.","43449710"
"FLORBÚ","BAHLSEN","FRUTOP","VIEIRA..DE.CASTRO","CHIPS.AHOY","43489996"
"FLORBÚ","ARTIACH","GULLON","FILIPINOS","OREO","43499671"
"LA.BURGALESA","FRUTOP","SABOROSA","CHIPS.AHOY","SNAPPY","43499960"
"PROALIMENTAR","CHIPS.AHOY","DULCA","BALCONI","INSULAR","43519730"
"CHIPS.AHOY","BALCONI","TRIUNFO","FLORBÚ","BELVITA","43539824"
"NUTELLA","LAMBERTZ","FLORBÚ","NACIONAL","CHIPS.AHOY","43599814"
"OREO","NACIONAL","LAMBERTZ","BALCONI","SNAPPY","43599932"
"CHIPS.AHOY","BALCONI","BAHLSEN","BELVITA","FRUTOP","43609830"
"CHIPS.AHOY","NUTELLA","CARR.S","FLORBÚ","SNAPPY","43689784"
"DELIPICK.","CHIPS.AHOY","DULCA","FLORBÚ","VIEIRA..DE.CASTRO","43689965"
"DELIPICK.","DAN.CAKE","FILIPINOS","CHIPS.AHOY","FLORBÚ","43769997"
"DELIPICK.","CHIPS.AHOY","NACIONAL","FLORBÚ","DULCA","43779760"
"MARILAN","INSULAR","CHIPS.AHOY","DAILIDOCE","TRIUNFO","43869643"
"VIEIRA..DE.CASTRO","MILKA","CHIPS.AHOY","FLORBÚ","INSULAR","43899957"
"CHIPS.AHOY","LAMBERTZ","GULLON","DULCA","GRAN.PAVESI","43919911"
"CHIPS.AHOY","CARR.S","BELVITA","DULCA","SNAPPY","44019808"
"BALCONI","SABOROSA","FRUTOP","CHIPS.AHOY","OREO","44099958"
"LAMBERTZ","FLORBÚ","CHIPS.AHOY","NACIONAL","FRUTOP","44109785"
"OREO","BAHLSEN","GRAN.PAVESI","DISNEY","DU.BOIS.DE.LA.ROCHE","44129811"
"FLORBÚ","INSULAR","CHIPS.AHOY","LAMBERTZ","FRUTOP","44129959"
"BALCONI","NACIONAL","MARILAN","CHIPS.AHOY","CARR.S","44159991"
"FLORBÚ","DULCA","CHIPS.AHOY","TRIUNFO","DISNEY","44209751"
"BELVITA","CHIPS.AHOY","BAUDUCCO","BAHLSEN","CARR.S","44209904"
"INSULAR","VIEIRA..DE.CASTRO","PROALIMENTAR","MARILAN","OREO","44229986"
"CARR.S","CHIPS.AHOY","SNAPPY","BAHLSEN","TRIUNFO","44269946"
"LAMBERTZ","FRUTOP","DU.BOIS.DE.LA.ROCHE","OREO","TUC","44339934"
"MCVITIES","SNAPPY","CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","DELIPICK.","44459982"
"BALCONI","CUETARA","MARILAN","NACIONAL","CHIPS.AHOY","44629969"
"CHIPS.AHOY","CARR.S","BELVITA","SNAPPY","INSULAR","44639953"
"BALCONI","CHIPS.AHOY","SNAPPY","BAHLSEN","INSULAR","44729957"
"FLORBÚ","INSULAR","NUTELLA","CHIPS.AHOY","DAN.CAKE","44759991"
"OREO","INSULAR","FRUTOP","SABOROSA","TRIUNFO","44809845"
"SABOROSA","FILIPINOS","OREO","BAHLSEN","FRUTOP","44839717"
"OREO","LAMBERTZ","TRIUNFO","DISNEY","SABOROSA","45009851"
"FLORBÚ","NUTELLA","CARR.S","SNAPPY","CHIPS.AHOY","45019696"
"NACIONAL","TUC","OREO","INSULAR","LAMBERTZ","45029977"
"CHIPS.AHOY","FLORBÚ","NACIONAL","DELIPICK.","MILKA","45079933"
"NUTELLA","FLORBÚ","JACOBS","ARTIACH","CHIPS.AHOY","45289995"
