cust_id,X1,X2,X3,X4,X5,revenue,avg_discount_rate,discount,profit,,total discount,total_profit
63609655,0.00,6.50,0.00,0.00,0.00,6.50,0.30,1.97,4.53,,,
63609837,0.00,0.00,4.26,0.00,0.00,4.26,0.12,0.52,3.74,,,
63679811,0.00,10.65,0.00,0.00,4.33,14.99,0.44,6.63,8.35,,,
63709814,0.00,4.26,0.00,0.00,0.00,4.26,0.30,1.28,2.98,,,
63719981,0.00,0.00,4.26,0.00,0.00,4.26,0.26,1.13,3.14,,,
63739795,0.00,0.00,6.50,0.00,0.00,6.50,0.41,2.67,3.83,,,
63799646,0.00,4.26,0.00,0.00,0.00,4.26,0.07,0.30,3.96,,,
63839932,14.91,0.00,0.00,0.00,0.00,14.91,0.19,2.82,12.10,,,
63869936,0.00,6.50,0.00,0.00,0.00,6.50,0.26,1.68,4.82,,,
63879957,0.00,0.00,0.00,6.39,0.00,6.39,0.33,2.11,4.29,,,
63949860,0.00,0.00,0.00,0.00,10.83,10.83,0.34,3.65,7.18,,,
63979788,0.00,4.33,0.00,0.00,0.00,4.33,0.37,1.59,2.74,,,
64119580,10.65,0.00,0.00,0.00,0.00,10.65,0.15,1.61,9.04,,,
64229824,8.52,0.00,0.00,0.00,0.00,8.52,0.25,2.14,6.38,,,
64239835,0.00,0.00,0.00,0.00,8.67,8.67,0.38,3.25,5.42,,,
64239851,0.00,0.00,6.50,0.00,0.00,6.50,0.08,0.50,6.00,,,
64309818,0.00,0.00,0.00,12.78,0.00,12.78,0.31,3.91,8.88,,,
64359776,8.52,0.00,0.00,0.00,0.00,8.52,0.31,2.66,5.86,,,
64369978,4.33,0.00,0.00,0.00,0.00,4.33,0.15,0.67,3.66,,,
64389898,8.52,0.00,0.00,0.00,0.00,8.52,0.33,2.83,5.69,,,
64429608,0.00,0.00,0.00,10.65,0.00,10.65,0.25,2.65,8.00,,,
64579878,0.00,0.00,4.33,0.00,0.00,4.33,0.14,0.59,3.75,,,
64599801,2.13,0.00,0.00,0.00,0.00,2.13,0.23,0.50,1.64,,,
64609895,0.00,0.00,0.00,10.65,0.00,10.65,0.44,4.67,5.99,,,
64629802,0.00,0.00,0.00,0.00,6.39,6.39,0.00,0.00,6.39,,,
64629817,0.00,4.33,0.00,0.00,0.00,4.33,0.31,1.35,2.98,,,
64649954,0.00,0.00,0.00,4.26,0.00,4.26,0.12,0.52,3.74,,,
64699870,0.00,4.33,0.00,0.00,0.00,4.33,0.32,1.37,2.97,,,
64709684,0.00,4.26,0.00,0.00,0.00,4.26,0.34,1.45,2.81,,,
64799826,4.26,0.00,0.00,0.00,0.00,4.26,0.31,1.34,2.92,,,
64809999,0.00,4.26,0.00,0.00,4.33,8.59,0.45,3.85,4.74,,,
64839997,0.00,8.52,0.00,0.00,0.00,8.52,0.31,2.64,5.88,,,
64859710,0.00,0.00,0.00,0.00,10.65,10.65,0.38,4.04,6.61,,,
64909661,0.00,0.00,0.00,0.00,6.39,6.39,0.20,1.29,5.10,,,
65029545,0.00,4.26,0.00,0.00,0.00,4.26,0.28,1.18,3.08,,,
65039570,0.00,0.00,0.00,0.00,10.65,10.65,0.19,2.04,8.61,,,
65239815,0.00,0.00,10.65,0.00,0.00,10.65,0.18,1.90,8.76,,,
65259730,0.00,0.00,0.00,0.00,4.33,4.33,0.37,1.61,2.72,,,
65299979,0.00,0.00,8.52,0.00,0.00,8.52,0.41,3.53,4.99,,,
65339810,0.00,0.00,10.65,0.00,0.00,10.65,0.12,1.31,9.34,,,
65549871,0.00,0.00,0.00,0.00,4.33,4.33,0.35,1.52,2.81,,,
65659888,6.50,8.52,0.00,0.00,0.00,15.02,0.34,5.10,9.92,,,
65699550,0.00,8.52,0.00,0.00,0.00,8.52,0.24,2.06,6.46,,,
65739596,0.00,0.00,0.00,0.00,4.33,4.33,0.14,0.60,3.73,,,
65759557,0.00,0.00,0.00,0.00,6.39,6.39,0.17,1.08,5.31,,,
65769567,4.33,0.00,0.00,0.00,0.00,4.33,0.11,0.46,3.87,,,
65809806,0.00,8.52,0.00,0.00,0.00,8.52,0.32,2.75,5.78,,,
65829806,0.00,0.00,0.00,0.00,4.26,4.26,0.34,1.47,2.79,,,
65969947,0.00,0.00,0.00,0.00,8.52,8.52,0.27,2.29,6.23,,,
66019815,0.00,0.00,0.00,8.52,0.00,8.52,0.27,2.30,6.22,,,
66079851,0.00,0.00,0.00,0.00,4.33,4.33,0.08,0.35,3.98,,,
66099876,0.00,0.00,0.00,0.00,4.26,4.26,0.14,0.61,3.65,,,
66099964,0.00,0.00,0.00,0.00,12.78,12.78,0.29,3.72,9.07,,,
66129983,0.00,0.00,0.00,6.50,0.00,6.50,0.35,2.27,4.22,,,
66159554,0.00,6.39,0.00,0.00,0.00,6.39,0.14,0.91,5.48,,,
66199815,4.26,0.00,0.00,0.00,4.26,8.52,0.37,3.19,5.33,,,
66269728,0.00,0.00,0.00,0.00,4.33,4.33,0.28,1.23,3.10,,,
66279802,0.00,0.00,0.00,0.00,6.50,6.50,0.36,2.34,4.16,,,
66289964,0.00,4.26,0.00,0.00,0.00,4.26,0.33,1.42,2.84,,,
66319699,0.00,0.00,4.26,0.00,0.00,4.26,0.22,0.93,3.33,,,
66319865,8.52,0.00,0.00,0.00,0.00,8.52,0.38,3.20,5.33,,,
66319982,0.00,6.39,0.00,0.00,0.00,6.39,0.20,1.28,5.11,,,
66409862,0.00,6.39,6.50,0.00,0.00,12.89,0.34,4.33,8.56,,,
66429982,0.00,0.00,2.13,0.00,0.00,2.13,0.34,0.72,1.41,,,
66439704,2.17,0.00,0.00,0.00,0.00,2.17,0.32,0.69,1.48,,,
66529712,4.26,0.00,0.00,0.00,4.33,8.59,0.15,1.32,7.27,,,
66589830,0.00,0.00,0.00,0.00,8.67,8.67,0.07,0.59,8.08,,,
66629698,6.39,0.00,0.00,0.00,0.00,6.39,0.30,1.89,4.50,,,
66639808,4.26,0.00,0.00,0.00,0.00,4.26,0.35,1.48,2.78,,,
66699922,0.00,0.00,0.00,4.26,0.00,4.26,0.34,1.47,2.79,,,
66699998,0.00,0.00,0.00,0.00,2.17,2.17,0.25,0.53,1.63,,,
66749695,6.39,0.00,0.00,0.00,0.00,6.39,0.14,0.86,5.53,,,
66789769,0.00,8.67,0.00,0.00,0.00,8.67,0.40,3.46,5.20,,,
66809959,0.00,0.00,0.00,2.13,0.00,2.13,0.28,0.59,1.54,,,
66819994,0.00,0.00,0.00,6.39,0.00,6.39,0.36,2.33,4.07,,,
66839835,0.00,0.00,0.00,8.52,0.00,8.52,0.38,3.26,5.26,,,
66849888,0.00,0.00,0.00,10.65,0.00,10.65,0.38,4.07,6.58,,,
66899795,0.00,0.00,6.39,0.00,0.00,6.39,0.28,1.82,4.57,,,
66949913,0.00,0.00,8.67,0.00,0.00,8.67,0.18,1.56,7.11,,,
66959544,0.00,0.00,0.00,0.00,6.50,6.50,0.28,1.84,4.65,,,
66989807,0.00,0.00,10.83,0.00,0.00,10.83,0.26,2.83,8.00,,,
67009584,4.26,0.00,0.00,0.00,0.00,4.26,0.24,1.01,3.25,,,
67089984,0.00,0.00,0.00,0.00,6.39,6.39,0.15,0.96,5.43,,,
67139562,6.50,0.00,0.00,0.00,0.00,6.50,0.47,3.03,3.47,,,
67309958,4.33,0.00,0.00,0.00,0.00,4.33,0.22,0.96,3.37,,,
67349677,0.00,0.00,10.65,0.00,0.00,10.65,0.35,3.75,6.90,,,
67369569,0.00,2.17,0.00,0.00,0.00,2.17,0.25,0.54,1.63,,,
67459546,0.00,0.00,0.00,2.13,0.00,2.13,0.21,0.44,1.69,,,
67509816,6.50,0.00,0.00,0.00,0.00,6.50,0.36,2.33,4.16,,,
67519904,0.00,0.00,0.00,0.00,4.33,4.33,0.14,0.59,3.74,,,
67529820,0.00,0.00,0.00,8.52,0.00,8.52,0.39,3.35,5.17,,,
67659643,0.00,4.26,0.00,0.00,0.00,4.26,0.25,1.06,3.20,,,
67659989,12.78,0.00,0.00,0.00,0.00,12.78,0.33,4.19,8.59,,,
67769883,10.65,0.00,0.00,8.67,0.00,19.32,0.32,6.14,13.18,,,
67799575,8.52,0.00,0.00,0.00,0.00,8.52,0.24,2.04,6.48,,,
67809986,0.00,0.00,0.00,0.00,8.52,8.52,0.32,2.69,5.83,,,
67829568,0.00,0.00,0.00,0.00,6.39,6.39,0.33,2.10,4.29,,,
67849867,0.00,2.13,0.00,0.00,0.00,2.13,0.32,0.68,1.46,,,
67909561,0.00,0.00,0.00,8.52,0.00,8.52,0.24,2.06,6.46,,,
67949591,0.00,0.00,0.00,0.00,8.52,8.52,0.22,1.89,6.63,,,
67979994,0.00,2.13,0.00,0.00,0.00,2.13,0.09,0.20,1.93,,,
68029961,0.00,0.00,0.00,0.00,4.26,4.26,0.24,1.04,3.22,,,
68139746,6.50,0.00,0.00,0.00,0.00,6.50,0.23,1.47,5.03,,,
68209534,6.39,0.00,0.00,0.00,0.00,6.39,0.34,2.17,4.22,,,
68299523,0.00,6.39,0.00,0.00,0.00,6.39,0.23,1.48,4.91,,,
68299894,0.00,4.33,0.00,0.00,0.00,4.33,0.29,1.28,3.05,,,
68329889,4.33,0.00,0.00,0.00,0.00,4.33,0.34,1.47,2.86,,,
68369727,0.00,0.00,0.00,0.00,4.33,4.33,0.35,1.50,2.83,,,
68369880,14.91,0.00,0.00,0.00,0.00,14.91,0.35,5.15,9.77,,,
68399975,0.00,0.00,4.33,0.00,0.00,4.33,0.39,1.68,2.66,,,
68439887,0.00,0.00,0.00,0.00,8.52,8.52,0.16,1.36,7.16,,,
68489597,0.00,0.00,2.13,0.00,0.00,2.13,0.42,0.89,1.24,,,
68509607,0.00,0.00,0.00,4.26,0.00,4.26,0.32,1.35,2.91,,,
68539890,0.00,0.00,8.52,0.00,0.00,8.52,0.00,0.00,8.52,,,
68589912,0.00,0.00,0.00,12.78,0.00,12.78,0.41,5.18,7.60,,,
68619793,0.00,6.39,0.00,0.00,0.00,6.39,0.31,1.98,4.41,,,
68659566,0.00,6.39,0.00,0.00,0.00,6.39,0.00,0.00,6.39,,,
68689965,8.52,0.00,0.00,0.00,0.00,8.52,0.34,2.94,5.58,,,
68839859,0.00,4.33,0.00,0.00,0.00,4.33,0.22,0.94,3.39,,,
68879713,6.39,0.00,0.00,0.00,0.00,6.39,0.27,1.73,4.67,,,
68919783,12.78,0.00,0.00,0.00,0.00,12.78,0.26,3.34,9.44,,,
68949809,0.00,0.00,4.26,0.00,0.00,4.26,0.34,1.43,2.83,,,
69009686,0.00,0.00,4.26,0.00,0.00,4.26,0.34,1.45,2.81,,,
69179754,0.00,0.00,6.39,0.00,0.00,6.39,0.36,2.30,4.09,,,
69199669,0.00,0.00,0.00,6.39,0.00,6.39,0.28,1.82,4.57,,,
69229945,0.00,0.00,0.00,0.00,6.50,6.50,0.11,0.74,5.76,,,
69329634,0.00,0.00,0.00,0.00,4.33,4.33,0.34,1.46,2.87,,,
69349799,6.50,0.00,0.00,0.00,4.26,10.76,0.36,3.85,6.91,,,
69399738,4.26,0.00,0.00,0.00,4.33,8.59,0.39,3.36,5.24,,,
69429786,6.50,0.00,0.00,0.00,0.00,6.50,0.33,2.17,4.33,,,
69479719,4.26,0.00,0.00,0.00,0.00,4.26,0.27,1.13,3.13,,,
69509703,0.00,0.00,8.52,0.00,0.00,8.52,0.25,2.16,6.37,,,
69559881,4.26,0.00,0.00,0.00,0.00,4.26,0.34,1.45,2.81,,,
69679884,0.00,0.00,0.00,4.33,0.00,4.33,0.39,1.69,2.64,,,
69729563,0.00,0.00,0.00,0.00,4.26,4.26,0.27,1.16,3.11,,,
69769566,0.00,0.00,0.00,0.00,14.91,14.91,0.43,6.40,8.52,,,
69779596,0.00,0.00,0.00,0.00,14.91,14.91,0.35,5.16,9.75,,,
69919763,0.00,0.00,0.00,4.26,0.00,4.26,0.24,1.04,3.22,,,
70069949,0.00,8.52,0.00,8.67,0.00,17.19,0.47,8.01,9.17,,,
70139914,0.00,0.00,0.00,2.17,0.00,2.17,0.18,0.38,1.79,,,
70159937,0.00,0.00,0.00,12.78,0.00,12.78,0.22,2.84,9.94,,,
70239750,8.52,0.00,0.00,0.00,0.00,8.52,0.34,2.87,5.65,,,
70309838,2.17,0.00,0.00,0.00,0.00,2.17,0.27,0.58,1.59,,,
70309918,0.00,0.00,10.65,0.00,0.00,10.65,0.29,3.06,7.60,,,
70329843,14.91,0.00,0.00,0.00,0.00,14.91,0.34,5.00,9.91,,,
70329964,0.00,0.00,4.26,0.00,0.00,4.26,0.34,1.46,2.80,,,
70329992,0.00,13.00,0.00,0.00,0.00,13.00,0.32,4.21,8.79,,,
70339834,0.00,0.00,2.13,0.00,0.00,2.13,0.31,0.65,1.48,,,
70449806,0.00,0.00,0.00,0.00,8.52,8.52,0.22,1.86,6.66,,,
70549834,0.00,6.39,0.00,0.00,0.00,6.39,0.20,1.29,5.10,,,
70559769,0.00,0.00,0.00,0.00,6.39,6.39,0.22,1.40,4.99,,,
70579807,4.26,0.00,0.00,0.00,0.00,4.26,0.42,1.81,2.46,,,
70579976,0.00,8.52,6.50,0.00,0.00,15.02,0.33,5.01,10.01,,,
70589698,0.00,0.00,8.52,0.00,0.00,8.52,0.22,1.89,6.64,,,
70599860,0.00,10.65,0.00,0.00,0.00,10.65,0.24,2.52,8.13,,,
70659949,0.00,0.00,6.50,0.00,0.00,6.50,0.35,2.27,4.23,,,
70779661,0.00,0.00,0.00,4.26,0.00,4.26,0.45,1.91,2.35,,,
70789997,0.00,0.00,0.00,2.13,0.00,2.13,0.00,0.00,2.13,,,
70829837,0.00,0.00,0.00,6.39,0.00,6.39,0.25,1.63,4.76,,,
70839933,0.00,0.00,0.00,4.26,0.00,4.26,0.34,1.43,2.83,,,
70869780,4.26,0.00,0.00,0.00,0.00,4.26,0.27,1.14,3.12,,,
70909617,0.00,0.00,0.00,8.67,0.00,8.67,0.22,1.88,6.79,,,
70959635,0.00,0.00,4.26,0.00,0.00,4.26,0.17,0.72,3.54,,,
71020000,0.00,0.00,6.39,6.50,0.00,12.89,0.10,1.27,11.62,,,
71079980,0.00,0.00,0.00,4.26,0.00,4.26,0.00,0.00,4.26,,,
71199923,2.17,0.00,0.00,0.00,0.00,2.17,0.39,0.84,1.33,,,
71269983,6.39,0.00,0.00,0.00,0.00,6.39,0.34,2.14,4.25,,,
71289798,0.00,0.00,0.00,0.00,6.50,6.50,0.36,2.35,4.15,,,
71309569,0.00,12.78,0.00,0.00,0.00,12.78,0.12,1.59,11.19,,,
71399913,0.00,0.00,2.13,0.00,0.00,2.13,0.40,0.86,1.27,,,
71439816,0.00,12.78,0.00,0.00,14.91,27.70,0.15,4.12,23.58,,,
71499894,0.00,0.00,8.52,0.00,0.00,8.52,0.37,3.18,5.34,,,
71499931,0.00,0.00,4.26,0.00,0.00,4.26,0.38,1.63,2.63,,,
71659967,13.00,0.00,0.00,0.00,0.00,13.00,0.32,4.21,8.79,,,
71669903,0.00,0.00,0.00,0.00,2.13,2.13,0.25,0.54,1.59,,,
71719734,25.57,0.00,0.00,0.00,0.00,25.57,0.23,5.94,19.62,,,
71719832,0.00,0.00,0.00,0.00,4.26,4.26,0.30,1.26,3.00,,,
71809778,0.00,0.00,0.00,0.00,15.16,15.16,0.26,4.00,11.17,,,
71889894,0.00,6.39,0.00,0.00,0.00,6.39,0.07,0.46,5.94,,,
71909986,12.78,0.00,0.00,0.00,0.00,12.78,0.28,3.62,9.17,,,
71989811,0.00,6.50,0.00,0.00,0.00,6.50,0.29,1.90,4.60,,,
72189942,0.00,2.13,0.00,0.00,2.13,4.26,0.32,1.35,2.91,,,
72219861,4.26,0.00,0.00,0.00,0.00,4.26,0.39,1.66,2.60,,,
72369833,0.00,0.00,0.00,0.00,2.13,2.13,0.05,0.10,2.03,,,
72369948,0.00,0.00,0.00,0.00,4.26,4.26,0.37,1.59,2.67,,,
72399803,0.00,2.13,0.00,0.00,0.00,2.13,0.25,0.54,1.59,,,
72489595,12.78,0.00,0.00,8.67,0.00,21.45,0.31,6.65,14.80,,,
72509958,0.00,0.00,0.00,10.65,0.00,10.65,0.30,3.19,7.47,,,
72619999,0.00,0.00,0.00,0.00,15.16,15.16,0.30,4.61,10.55,,,
72729561,0.00,0.00,0.00,6.39,0.00,6.39,0.06,0.37,6.02,,,
72739822,0.00,0.00,6.39,0.00,0.00,6.39,0.11,0.70,5.69,,,
72799724,4.26,0.00,0.00,0.00,0.00,4.26,0.40,1.70,2.57,,,
72819768,0.00,19.50,8.52,0.00,0.00,28.02,0.18,5.10,22.92,,,
72839836,0.00,4.33,0.00,0.00,0.00,4.33,0.39,1.71,2.62,,,
72859797,0.00,0.00,12.78,0.00,0.00,12.78,0.35,4.53,8.26,,,
72899594,0.00,0.00,2.13,0.00,0.00,2.13,0.19,0.41,1.72,,,
72969591,0.00,0.00,0.00,0.00,6.39,6.39,0.33,2.14,4.26,,,
72989999,0.00,2.13,0.00,0.00,0.00,2.13,0.08,0.17,1.96,,,
72999965,0.00,10.65,0.00,0.00,0.00,10.65,0.16,1.73,8.92,,,
73009929,0.00,0.00,6.39,0.00,0.00,6.39,0.31,1.98,4.41,,,
73049516,0.00,0.00,0.00,0.00,6.39,6.39,0.11,0.71,5.69,,,
73079911,0.00,4.26,0.00,0.00,0.00,4.26,0.39,1.66,2.60,,,
73079933,0.00,0.00,0.00,0.00,4.33,4.33,0.18,0.78,3.55,,,
73189606,0.00,0.00,0.00,6.39,0.00,6.39,0.00,0.00,6.39,,,
73239833,0.00,0.00,0.00,0.00,10.65,10.65,0.32,3.39,7.27,,,
73259941,0.00,15.16,0.00,0.00,0.00,15.16,0.36,5.40,9.76,,,
73299969,0.00,0.00,4.26,0.00,0.00,4.26,0.37,1.56,2.70,,,
73319677,0.00,0.00,40.48,0.00,0.00,40.48,0.16,6.42,34.06,,,
73519846,0.00,4.26,0.00,0.00,0.00,4.26,0.38,1.61,2.65,,,
73519861,0.00,4.26,0.00,0.00,0.00,4.26,0.25,1.05,3.21,,,
73579859,0.00,0.00,6.39,0.00,6.39,12.78,0.37,4.70,8.08,,,
73639835,6.50,0.00,6.39,0.00,0.00,12.89,0.36,4.70,8.19,,,
73649581,0.00,0.00,0.00,0.00,4.26,4.26,0.30,1.30,2.96,,,
73679873,0.00,6.39,0.00,0.00,0.00,6.39,0.15,0.98,5.42,,,
73809611,0.00,4.26,0.00,0.00,0.00,4.26,0.20,0.84,3.43,,,
73859929,0.00,2.13,0.00,0.00,0.00,2.13,0.20,0.44,1.69,,,
73909623,6.39,0.00,0.00,0.00,0.00,6.39,0.21,1.33,5.06,,,
73939814,0.00,0.00,0.00,14.91,0.00,14.91,0.20,2.94,11.98,,,
74019703,8.67,0.00,0.00,0.00,0.00,8.67,0.26,2.29,6.37,,,
74029934,6.39,0.00,0.00,0.00,6.50,12.89,0.19,2.42,10.47,,,
74039561,0.00,0.00,6.39,0.00,0.00,6.39,0.37,2.37,4.02,,,
74089696,0.00,0.00,0.00,17.04,0.00,17.04,0.29,4.98,12.06,,,
74209744,0.00,6.39,0.00,0.00,0.00,6.39,0.36,2.27,4.12,,,
74219950,0.00,6.50,0.00,8.52,0.00,15.02,0.35,5.23,9.79,,,
74289807,6.39,0.00,0.00,0.00,0.00,6.39,0.17,1.06,5.33,,,
74309851,0.00,0.00,0.00,0.00,6.50,6.50,0.41,2.63,3.87,,,
74329710,0.00,15.16,0.00,0.00,0.00,15.16,0.39,5.98,9.18,,,
74349745,0.00,0.00,8.52,0.00,0.00,8.52,0.27,2.30,6.22,,,
74359817,0.00,0.00,0.00,13.00,0.00,13.00,0.30,3.96,9.04,,,
74429898,0.00,0.00,0.00,8.52,0.00,8.52,0.25,2.15,6.37,,,
74609955,0.00,0.00,0.00,0.00,4.26,4.26,0.31,1.30,2.96,,,
74669916,0.00,8.52,0.00,0.00,0.00,8.52,0.14,1.21,7.31,,,
74699977,0.00,0.00,8.67,0.00,0.00,8.67,0.32,2.75,5.92,,,
74709993,0.00,0.00,10.83,0.00,0.00,10.83,0.13,1.38,9.45,,,
74719607,0.00,0.00,0.00,0.00,2.13,2.13,0.39,0.83,1.30,,,
74749840,2.17,0.00,0.00,0.00,0.00,2.17,0.04,0.10,2.07,,,
74759887,0.00,2.17,0.00,0.00,0.00,2.17,0.41,0.89,1.28,,,
74759921,13.00,0.00,0.00,4.33,0.00,17.33,0.28,4.81,12.52,,,
74779598,0.00,0.00,4.26,0.00,0.00,4.26,0.35,1.47,2.79,,,
74789761,0.00,0.00,0.00,8.52,0.00,8.52,0.31,2.64,5.88,,,
74809914,19.17,0.00,0.00,0.00,0.00,19.17,0.26,5.01,14.17,,,
74839726,0.00,10.65,0.00,0.00,0.00,10.65,0.42,4.45,6.20,,,
74859999,0.00,17.04,0.00,0.00,10.65,27.70,0.16,4.53,23.17,,,
74909637,0.00,4.26,0.00,0.00,0.00,4.26,0.18,0.75,3.51,,,
74949747,0.00,0.00,0.00,0.00,4.26,4.26,0.05,0.20,4.06,,,
74959935,0.00,0.00,8.67,0.00,0.00,8.67,0.15,1.26,7.41,,,
75099730,6.50,0.00,0.00,0.00,0.00,6.50,0.36,2.36,4.14,,,
75129821,0.00,0.00,0.00,6.39,0.00,6.39,0.30,1.93,4.47,,,
75169913,0.00,0.00,8.52,0.00,0.00,8.52,0.18,1.55,6.98,,,
75219661,0.00,0.00,0.00,4.26,0.00,4.26,0.38,1.61,2.65,,,
75239975,0.00,0.00,0.00,8.52,0.00,8.52,0.32,2.70,5.83,,,
75309956,0.00,2.13,0.00,0.00,0.00,2.13,0.37,0.80,1.33,,,
75459553,0.00,0.00,0.00,0.00,6.39,6.39,0.34,2.20,4.20,,,
75529965,0.00,0.00,0.00,6.39,0.00,6.39,0.37,2.40,4.00,,,
75539779,0.00,0.00,0.00,4.33,0.00,4.33,0.38,1.65,2.68,,,
75569703,0.00,0.00,0.00,0.00,10.83,10.83,0.28,3.02,7.81,,,
75569745,0.00,0.00,14.91,0.00,0.00,14.91,0.28,4.10,10.81,,,
75599971,0.00,4.26,0.00,0.00,0.00,4.26,0.07,0.30,3.97,,,
75639628,6.50,0.00,0.00,0.00,0.00,6.50,0.43,2.78,3.72,,,
75659942,0.00,0.00,0.00,0.00,4.33,4.33,0.39,1.69,2.65,,,
75689897,0.00,0.00,2.17,0.00,0.00,2.17,0.30,0.65,1.52,,,
75719956,0.00,0.00,6.39,0.00,0.00,6.39,0.33,2.12,4.27,,,
75809879,0.00,0.00,14.91,12.78,0.00,27.70,0.11,2.99,24.70,,,
75819974,0.00,0.00,0.00,10.65,0.00,10.65,0.35,3.74,6.91,,,
75859738,0.00,4.33,0.00,0.00,0.00,4.33,0.18,0.78,3.55,,,
75899684,0.00,0.00,0.00,12.78,0.00,12.78,0.36,4.66,8.12,,,
75929626,0.00,0.00,4.33,0.00,0.00,4.33,0.39,1.68,2.65,,,
75929995,6.50,0.00,0.00,0.00,0.00,6.50,0.24,1.55,4.95,,,
75949929,0.00,6.50,0.00,0.00,0.00,6.50,0.33,2.13,4.37,,,
75989819,0.00,0.00,0.00,0.00,2.13,2.13,0.05,0.11,2.02,,,
76079817,10.65,0.00,0.00,0.00,0.00,10.65,0.31,3.30,7.36,,,
76089832,0.00,4.26,0.00,0.00,0.00,4.26,0.24,1.01,3.25,,,
76119926,0.00,4.26,0.00,0.00,0.00,4.26,0.16,0.70,3.56,,,
76299582,0.00,0.00,10.83,0.00,0.00,10.83,0.21,2.31,8.52,,,
76309982,0.00,0.00,0.00,0.00,6.39,6.39,0.32,2.07,4.32,,,
76319567,0.00,0.00,0.00,4.26,0.00,4.26,0.08,0.33,3.93,,,
76369645,0.00,0.00,0.00,0.00,4.33,4.33,0.23,1.01,3.32,,,
76399832,4.26,0.00,0.00,0.00,0.00,4.26,0.37,1.56,2.70,,,
76519764,0.00,14.91,0.00,0.00,0.00,14.91,0.29,4.26,10.66,,,
76519834,0.00,0.00,10.83,0.00,0.00,10.83,0.10,1.08,9.75,,,
76569920,4.33,0.00,0.00,0.00,0.00,4.33,0.28,1.22,3.11,,,
76579825,0.00,0.00,0.00,19.17,17.33,36.51,0.37,13.34,23.17,,,
76619544,0.00,8.52,0.00,0.00,0.00,8.52,0.00,0.00,8.52,,,
76689889,0.00,0.00,8.52,0.00,0.00,8.52,0.35,3.02,5.50,,,
76759978,6.39,0.00,0.00,0.00,0.00,6.39,0.04,0.23,6.17,,,
76819642,0.00,10.83,0.00,0.00,0.00,10.83,0.06,0.62,10.22,,,
76829675,0.00,0.00,8.52,0.00,0.00,8.52,0.17,1.42,7.10,,,
76849847,0.00,0.00,0.00,6.39,0.00,6.39,0.29,1.83,4.56,,,
76859612,0.00,2.17,0.00,0.00,0.00,2.17,0.16,0.34,1.83,,,
76959946,0.00,4.26,0.00,0.00,0.00,4.26,0.25,1.05,3.21,,,
77089884,4.26,0.00,0.00,0.00,0.00,4.26,0.13,0.54,3.73,,,
77129952,0.00,0.00,8.52,0.00,0.00,8.52,0.17,1.45,7.07,,,
77329638,0.00,21.31,0.00,0.00,0.00,21.31,0.42,8.86,12.45,,,
77349930,0.00,0.00,0.00,19.17,0.00,19.17,0.50,9.63,9.55,,,
77489811,0.00,0.00,8.52,0.00,0.00,8.52,0.34,2.93,5.59,,,
77539788,0.00,0.00,0.00,0.00,6.39,6.39,0.24,1.55,4.84,,,
77569887,6.50,0.00,0.00,6.50,0.00,13.00,0.29,3.74,9.26,,,
77639836,0.00,0.00,21.31,0.00,28.16,49.47,0.14,6.85,42.62,,,
77679883,0.00,10.65,0.00,0.00,0.00,10.65,0.00,0.00,10.65,,,
77679888,0.00,0.00,0.00,8.52,0.00,8.52,0.28,2.42,6.10,,,
77759601,0.00,10.65,0.00,0.00,0.00,10.65,0.22,2.30,8.35,,,
77779881,0.00,4.26,0.00,0.00,0.00,4.26,0.28,1.21,3.05,,,
77799644,0.00,0.00,0.00,4.26,0.00,4.26,0.08,0.35,3.91,,,
77839753,0.00,0.00,0.00,6.39,0.00,6.39,0.39,2.52,3.87,,,
77849956,0.00,25.57,0.00,0.00,0.00,25.57,0.11,2.78,22.79,,,
77869988,0.00,12.78,0.00,0.00,0.00,12.78,0.30,3.84,8.95,,,
77889863,0.00,0.00,4.26,0.00,0.00,4.26,0.13,0.55,3.72,,,
77939826,0.00,0.00,2.13,0.00,0.00,2.13,0.16,0.33,1.80,,,
77969898,0.00,0.00,0.00,0.00,4.33,4.33,0.32,1.40,2.94,,,
78019832,0.00,0.00,0.00,0.00,2.17,2.17,0.30,0.66,1.51,,,
78099516,0.00,0.00,6.50,0.00,0.00,6.50,0.03,0.16,6.33,,,
78119662,0.00,0.00,10.65,0.00,0.00,10.65,0.20,2.15,8.50,,,
78199831,0.00,0.00,0.00,0.00,6.39,6.39,0.31,2.00,4.39,,,
78329997,0.00,0.00,0.00,4.26,0.00,4.26,0.33,1.40,2.87,,,
78339680,0.00,2.17,0.00,0.00,0.00,2.17,0.30,0.64,1.53,,,
78409577,0.00,0.00,0.00,8.52,0.00,8.52,0.21,1.83,6.69,,,
78419719,6.50,0.00,0.00,0.00,0.00,6.50,0.39,2.55,3.95,,,
78439721,0.00,0.00,4.26,0.00,0.00,4.26,0.10,0.44,3.82,,,
78499979,6.39,0.00,0.00,0.00,0.00,6.39,0.38,2.45,3.94,,,
78539992,0.00,2.17,0.00,0.00,0.00,2.17,0.34,0.73,1.44,,,
78599978,0.00,0.00,8.67,0.00,0.00,8.67,0.36,3.09,5.58,,,
78639616,0.00,0.00,0.00,0.00,4.26,4.26,0.26,1.11,3.15,,,
78669628,0.00,6.39,0.00,0.00,0.00,6.39,0.25,1.62,4.77,,,
78669634,0.00,0.00,0.00,14.91,0.00,14.91,0.37,5.53,9.38,,,
