cust_id,X1,X2,X3,X4,X5,revenue,avg_discount_rate,discount,profit,,total discount,total_profit
78679975,4.33,0.00,0.00,0.00,0.00,4.33,0.34,1.45,2.88,,,
78729631,0.00,0.00,0.00,0.00,10.65,10.65,0.27,2.88,7.78,,,
79019839,0.00,0.00,0.00,0.00,6.39,6.39,0.29,1.83,4.56,,,
79039800,0.00,0.00,0.00,10.65,0.00,10.65,0.18,1.90,8.75,,,
79059792,2.17,0.00,0.00,0.00,2.13,4.30,0.44,1.89,2.41,,,
79089986,0.00,0.00,19.17,0.00,0.00,19.17,0.15,2.87,16.31,,,
79119626,15.16,0.00,0.00,0.00,0.00,15.16,0.20,3.03,12.14,,,
79149851,0.00,0.00,25.57,0.00,0.00,25.57,0.00,0.00,25.57,,,
79229923,0.00,13.00,0.00,0.00,0.00,13.00,0.07,0.94,12.05,,,
79229925,0.00,8.52,0.00,0.00,0.00,8.52,0.36,3.08,5.44,,,
79249895,0.00,0.00,6.50,0.00,0.00,6.50,0.33,2.14,4.36,,,
79289768,4.33,0.00,0.00,0.00,0.00,4.33,0.33,1.42,2.91,,,
79309678,0.00,4.26,0.00,0.00,0.00,4.26,0.31,1.34,2.92,,,
79419939,0.00,0.00,0.00,4.26,0.00,4.26,0.31,1.33,2.93,,,
79499693,0.00,0.00,0.00,4.33,0.00,4.33,0.29,1.26,3.07,,,
79569929,0.00,4.26,0.00,0.00,0.00,4.26,0.21,0.90,3.37,,,
79699618,0.00,0.00,10.83,0.00,0.00,10.83,0.23,2.49,8.34,,,
79799813,4.33,0.00,0.00,0.00,0.00,4.33,0.22,0.96,3.38,,,
79849706,0.00,15.16,0.00,0.00,0.00,15.16,0.39,5.93,9.23,,,
79869994,0.00,0.00,4.26,0.00,0.00,4.26,0.23,0.99,3.27,,,
79899874,0.00,0.00,4.33,0.00,0.00,4.33,0.31,1.36,2.97,,,
80029584,14.91,0.00,0.00,0.00,0.00,14.91,0.28,4.22,10.69,,,
80089936,0.00,0.00,25.57,0.00,0.00,25.57,0.17,4.25,21.31,,,
80129666,0.00,0.00,0.00,0.00,6.50,6.50,0.43,2.82,3.67,,,
80159773,8.52,0.00,0.00,0.00,0.00,8.52,0.18,1.55,6.97,,,
80169689,0.00,0.00,0.00,0.00,6.50,6.50,0.21,1.36,5.14,,,
80169901,0.00,0.00,0.00,0.00,2.13,2.13,0.00,0.00,2.13,,,
80229611,6.50,0.00,0.00,0.00,0.00,6.50,0.22,1.41,5.09,,,
80299946,0.00,0.00,0.00,4.26,0.00,4.26,0.30,1.30,2.96,,,
80369845,0.00,0.00,0.00,0.00,4.26,4.26,0.40,1.72,2.54,,,
80389854,6.39,0.00,0.00,0.00,0.00,6.39,0.30,1.92,4.47,,,
80389915,0.00,0.00,4.26,0.00,4.26,8.52,0.35,2.97,5.55,,,
80399571,0.00,0.00,0.00,0.00,8.67,8.67,0.27,2.30,6.36,,,
80399800,0.00,6.39,0.00,0.00,0.00,6.39,0.28,1.76,4.63,,,
80419730,0.00,6.39,0.00,0.00,0.00,6.39,0.40,2.53,3.86,,,
80429707,0.00,0.00,0.00,0.00,2.13,2.13,0.40,0.84,1.29,,,
80479935,0.00,0.00,4.26,0.00,0.00,4.26,0.14,0.58,3.68,,,
80509648,0.00,0.00,0.00,2.17,0.00,2.17,0.35,0.77,1.40,,,
80539979,0.00,10.65,0.00,0.00,0.00,10.65,0.08,0.87,9.78,,,
80589961,0.00,0.00,0.00,4.26,0.00,4.26,0.40,1.72,2.54,,,
80669666,10.65,0.00,0.00,0.00,0.00,10.65,0.15,1.63,9.02,,,
80699587,12.78,0.00,0.00,0.00,0.00,12.78,0.28,3.61,9.17,,,
80769887,0.00,0.00,0.00,0.00,2.13,2.13,0.44,0.93,1.20,,,
80859701,2.13,0.00,0.00,0.00,0.00,2.13,0.16,0.33,1.80,,,
80859813,0.00,12.78,0.00,0.00,0.00,12.78,0.06,0.76,12.02,,,
80919939,0.00,0.00,0.00,0.00,10.65,10.65,0.18,1.93,8.72,,,
80919996,0.00,0.00,0.00,0.00,4.26,4.26,0.37,1.57,2.69,,,
80929858,0.00,0.00,0.00,4.33,0.00,4.33,0.11,0.49,3.84,,,
80999929,0.00,0.00,0.00,10.83,0.00,10.83,0.25,2.75,8.08,,,
81029960,0.00,0.00,8.52,0.00,0.00,8.52,0.24,2.04,6.49,,,
81159947,0.00,8.52,0.00,0.00,0.00,8.52,0.13,1.08,7.44,,,
81199915,0.00,0.00,0.00,4.26,0.00,4.26,0.31,1.31,2.96,,,
81259764,4.26,0.00,0.00,0.00,0.00,4.26,0.11,0.49,3.77,,,
81269812,0.00,0.00,0.00,6.50,0.00,6.50,0.38,2.46,4.04,,,
81349923,0.00,0.00,0.00,6.39,0.00,6.39,0.37,2.35,4.04,,,
81389969,0.00,0.00,6.39,0.00,0.00,6.39,0.25,1.60,4.79,,,
81519841,2.13,0.00,0.00,0.00,0.00,2.13,0.34,0.72,1.41,,,
81539535,0.00,0.00,0.00,8.67,0.00,8.67,0.16,1.37,7.29,,,
81609864,6.50,0.00,0.00,0.00,0.00,6.50,0.04,0.27,6.23,,,
81659873,0.00,2.13,0.00,0.00,0.00,2.13,0.38,0.80,1.33,,,
81689893,0.00,0.00,0.00,0.00,8.52,8.52,0.40,3.39,5.14,,,
81719591,0.00,0.00,0.00,4.26,0.00,4.26,0.26,1.10,3.16,,,
81719949,0.00,0.00,0.00,0.00,8.52,8.52,0.32,2.73,5.79,,,
81779810,0.00,0.00,0.00,0.00,6.50,6.50,0.41,2.69,3.81,,,
81919572,6.39,0.00,0.00,0.00,0.00,6.39,0.38,2.42,3.98,,,
81919616,0.00,2.13,0.00,0.00,0.00,2.13,0.41,0.87,1.26,,,
81969930,0.00,0.00,0.00,0.00,2.13,2.13,0.26,0.56,1.57,,,
82039956,0.00,0.00,0.00,0.00,4.33,4.33,0.34,1.46,2.87,,,
82049898,0.00,0.00,0.00,0.00,6.50,6.50,0.27,1.72,4.78,,,
82119724,0.00,0.00,8.52,0.00,0.00,8.52,0.32,2.72,5.80,,,
82309982,0.00,2.17,0.00,0.00,0.00,2.17,0.38,0.81,1.35,,,
82399811,0.00,0.00,0.00,12.78,0.00,12.78,0.25,3.16,9.62,,,
82499585,0.00,14.91,0.00,0.00,0.00,14.91,0.00,0.00,14.91,,,
82579930,0.00,0.00,12.78,0.00,0.00,12.78,0.25,3.14,9.64,,,
82599846,0.00,0.00,8.52,0.00,0.00,8.52,0.09,0.77,7.76,,,
82629825,4.26,0.00,0.00,0.00,0.00,4.26,0.39,1.65,2.61,,,
82629970,0.00,0.00,0.00,15.16,0.00,15.16,0.16,2.47,12.69,,,
82659863,0.00,0.00,0.00,0.00,2.13,2.13,0.35,0.75,1.38,,,
82669531,6.50,0.00,0.00,0.00,0.00,6.50,0.13,0.82,5.68,,,
82739882,0.00,0.00,0.00,10.65,0.00,10.65,0.37,3.94,6.71,,,
82839870,0.00,4.26,0.00,0.00,0.00,4.26,0.43,1.84,2.42,,,
82949944,0.00,6.39,0.00,0.00,0.00,6.39,0.29,1.86,4.53,,,
82989879,0.00,0.00,0.00,0.00,6.39,6.39,0.41,2.59,3.80,,,
83009883,0.00,2.13,0.00,0.00,0.00,2.13,0.20,0.42,1.71,,,
83029872,0.00,0.00,0.00,8.67,0.00,8.67,0.29,2.48,6.18,,,
83109711,0.00,4.26,0.00,0.00,4.26,8.52,0.35,2.98,5.54,,,
83209896,0.00,0.00,6.39,0.00,0.00,6.39,0.35,2.25,4.15,,,
83229822,0.00,4.26,0.00,0.00,0.00,4.26,0.09,0.38,3.88,,,
83259898,0.00,0.00,0.00,0.00,6.50,6.50,0.30,1.96,4.54,,,
83299721,0.00,0.00,0.00,0.00,6.39,6.39,0.25,1.62,4.77,,,
83359833,0.00,0.00,0.00,0.00,8.52,8.52,0.30,2.58,5.94,,,
83379817,0.00,0.00,0.00,0.00,4.26,4.26,0.22,0.95,3.31,,,
83419755,0.00,0.00,0.00,8.52,0.00,8.52,0.25,2.09,6.43,,,
83429800,0.00,0.00,0.00,0.00,8.67,8.67,0.23,2.01,6.66,,,
83469980,0.00,0.00,0.00,19.17,0.00,19.17,0.09,1.65,17.52,,,
83519981,4.26,0.00,0.00,0.00,0.00,4.26,0.18,0.76,3.50,,,
83549899,0.00,21.31,0.00,21.66,0.00,42.97,0.27,11.49,31.48,,,
83549946,0.00,0.00,0.00,0.00,12.78,12.78,0.14,1.85,10.93,,,
83569974,0.00,2.17,4.26,0.00,2.13,8.56,0.29,2.47,6.09,,,
83579610,0.00,0.00,10.65,0.00,15.16,25.82,0.28,7.16,18.66,,,
83599655,0.00,0.00,0.00,6.50,0.00,6.50,0.17,1.09,5.41,,,
83639904,0.00,4.26,0.00,0.00,0.00,4.26,0.42,1.78,2.48,,,
83709894,0.00,14.91,0.00,13.00,0.00,27.91,0.25,6.96,20.95,,,
83829593,0.00,6.39,0.00,0.00,0.00,6.39,0.20,1.30,5.09,,,
83869839,0.00,14.91,0.00,0.00,0.00,14.91,0.11,1.71,13.20,,,
83889904,0.00,0.00,0.00,4.26,0.00,4.26,0.38,1.63,2.64,,,
83969811,0.00,10.83,0.00,0.00,0.00,10.83,0.14,1.48,9.35,,,
83979666,0.00,6.50,0.00,0.00,6.39,12.89,0.32,4.14,8.75,,,
84109612,0.00,0.00,0.00,2.13,0.00,2.13,0.42,0.90,1.23,,,
84119696,6.50,0.00,0.00,6.39,0.00,12.89,0.08,1.09,11.80,,,
84299911,0.00,6.50,0.00,0.00,6.39,12.89,0.38,4.94,7.95,,,
84309861,0.00,0.00,0.00,6.50,0.00,6.50,0.38,2.50,4.00,,,
84319801,4.26,0.00,0.00,0.00,0.00,4.26,0.41,1.73,2.53,,,
84389796,0.00,8.52,0.00,0.00,0.00,8.52,0.12,0.98,7.54,,,
84399956,0.00,0.00,0.00,0.00,4.26,4.26,0.25,1.07,3.19,,,
84439987,0.00,0.00,8.52,6.39,0.00,14.91,0.21,3.15,11.76,,,
84449994,0.00,0.00,0.00,0.00,6.39,6.39,0.19,1.23,5.17,,,
84519978,0.00,0.00,0.00,0.00,2.13,2.13,0.00,0.00,2.13,,,
84769937,0.00,6.39,0.00,0.00,0.00,6.39,0.40,2.59,3.81,,,
84809987,0.00,8.52,0.00,10.65,0.00,19.17,0.28,5.46,13.72,,,
84869542,0.00,0.00,12.78,0.00,0.00,12.78,0.23,2.98,9.81,,,
84909909,0.00,0.00,0.00,0.00,10.83,10.83,0.35,3.76,7.07,,,
84919853,0.00,0.00,0.00,0.00,4.26,4.26,0.39,1.68,2.58,,,
84939831,0.00,0.00,8.52,0.00,0.00,8.52,0.34,2.93,5.59,,,
84949990,0.00,0.00,0.00,0.00,6.39,6.39,0.21,1.36,5.03,,,
84959905,0.00,0.00,0.00,0.00,13.00,13.00,0.09,1.12,11.88,,,
84969976,2.13,0.00,0.00,0.00,0.00,2.13,0.04,0.08,2.05,,,
85019945,6.39,0.00,6.50,0.00,0.00,12.89,0.35,4.49,8.40,,,
85069816,0.00,4.33,0.00,0.00,0.00,4.33,0.33,1.44,2.89,,,
85119903,0.00,0.00,0.00,0.00,6.39,6.39,0.37,2.36,4.04,,,
85259620,0.00,0.00,8.67,0.00,0.00,8.67,0.35,3.02,5.64,,,
85259959,0.00,0.00,0.00,6.50,0.00,6.50,0.19,1.24,5.26,,,
85269784,0.00,0.00,0.00,0.00,6.50,6.50,0.29,1.85,4.64,,,
85289658,0.00,0.00,6.39,0.00,0.00,6.39,0.08,0.50,5.89,,,
85399739,4.26,0.00,0.00,0.00,0.00,4.26,0.29,1.21,3.05,,,
85409937,0.00,4.26,0.00,0.00,0.00,4.26,0.00,0.00,4.26,,,
85469969,6.39,0.00,0.00,0.00,0.00,6.39,0.18,1.15,5.25,,,
85489814,6.50,6.39,0.00,0.00,0.00,12.89,0.17,2.23,10.66,,,
85519694,0.00,0.00,0.00,0.00,4.26,4.26,0.34,1.45,2.82,,,
85619753,13.00,0.00,0.00,0.00,0.00,13.00,0.34,4.38,8.62,,,
85679797,0.00,0.00,10.65,0.00,0.00,10.65,0.25,2.65,8.00,,,
85739705,4.26,0.00,0.00,0.00,0.00,4.26,0.36,1.54,2.72,,,
85909521,0.00,0.00,0.00,4.26,0.00,4.26,0.30,1.27,2.99,,,
85949941,0.00,0.00,2.13,0.00,0.00,2.13,0.38,0.81,1.32,,,
85969765,8.67,0.00,0.00,0.00,0.00,8.67,0.22,1.90,6.76,,,
85969899,0.00,0.00,0.00,14.91,0.00,14.91,0.38,5.66,9.25,,,
85989908,10.65,0.00,0.00,0.00,0.00,10.65,0.32,3.42,7.24,,,
85989953,23.44,0.00,0.00,0.00,0.00,23.44,0.27,6.22,17.21,,,
86019911,0.00,0.00,0.00,6.39,0.00,6.39,0.19,1.19,5.20,,,
86039934,0.00,0.00,0.00,0.00,4.33,4.33,0.32,1.39,2.94,,,
86079964,0.00,0.00,0.00,0.00,4.26,4.26,0.13,0.54,3.72,,,
86239819,0.00,0.00,0.00,6.39,0.00,6.39,0.21,1.34,5.06,,,
86339876,0.00,0.00,0.00,0.00,2.17,2.17,0.24,0.53,1.64,,,
86359936,36.22,0.00,0.00,0.00,0.00,36.22,0.26,9.45,26.77,,,
86379789,0.00,0.00,6.39,0.00,0.00,6.39,0.40,2.57,3.82,,,
86779700,0.00,6.39,0.00,0.00,0.00,6.39,0.34,2.16,4.23,,,
86789986,0.00,0.00,8.52,0.00,0.00,8.52,0.25,2.12,6.40,,,
86799874,0.00,0.00,0.00,0.00,4.33,4.33,0.32,1.38,2.96,,,
86799985,0.00,4.26,0.00,0.00,0.00,4.26,0.13,0.54,3.73,,,
86899624,0.00,0.00,0.00,6.50,0.00,6.50,0.38,2.45,4.04,,,
86899663,0.00,0.00,0.00,8.52,0.00,8.52,0.39,3.29,5.23,,,
86949816,0.00,0.00,0.00,0.00,8.67,8.67,0.37,3.17,5.49,,,
87099851,0.00,4.26,0.00,0.00,0.00,4.26,0.20,0.87,3.39,,,
87149622,0.00,0.00,0.00,0.00,4.26,4.26,0.14,0.60,3.66,,,
87179895,0.00,6.50,0.00,0.00,0.00,6.50,0.32,2.08,4.42,,,
87219981,0.00,0.00,0.00,0.00,12.78,12.78,0.35,4.44,8.35,,,
87239848,0.00,6.39,0.00,0.00,0.00,6.39,0.30,1.92,4.47,,,
87259583,2.13,0.00,0.00,0.00,0.00,2.13,0.13,0.28,1.85,,,
87359769,0.00,0.00,0.00,0.00,6.39,6.39,0.28,1.80,4.59,,,
87379789,0.00,2.13,0.00,2.17,0.00,4.30,0.21,0.88,3.41,,,
87429821,0.00,0.00,0.00,0.00,8.52,8.52,0.19,1.63,6.89,,,
87429999,0.00,0.00,0.00,2.13,0.00,2.13,0.18,0.39,1.74,,,
87559606,0.00,0.00,0.00,8.52,0.00,8.52,0.35,2.99,5.53,,,
87629809,4.33,0.00,0.00,0.00,0.00,4.33,0.15,0.64,3.69,,,
87649940,4.26,0.00,0.00,0.00,0.00,4.26,0.27,1.16,3.10,,,
87739997,6.39,0.00,0.00,0.00,0.00,6.39,0.39,2.47,3.92,,,
87839536,0.00,0.00,0.00,10.83,12.78,23.61,0.09,2.19,21.43,,,
87859993,0.00,19.50,0.00,0.00,0.00,19.50,0.30,5.82,13.68,,,
88029873,0.00,4.26,0.00,0.00,0.00,4.26,0.26,1.13,3.13,,,
88059865,0.00,0.00,4.26,0.00,0.00,4.26,0.29,1.23,3.03,,,
88129996,6.39,0.00,0.00,0.00,0.00,6.39,0.27,1.75,4.64,,,
88139830,0.00,6.39,0.00,0.00,0.00,6.39,0.42,2.68,3.71,,,
88149930,0.00,6.50,0.00,0.00,6.39,12.89,0.36,4.70,8.19,,,
88219595,0.00,2.13,0.00,0.00,0.00,2.13,0.29,0.62,1.51,,,
88269944,31.96,0.00,0.00,0.00,0.00,31.96,0.30,9.74,22.22,,,
88359783,13.00,0.00,0.00,0.00,0.00,13.00,0.11,1.41,11.59,,,
88359903,0.00,0.00,0.00,4.33,0.00,4.33,0.04,0.17,4.16,,,
88419779,0.00,0.00,4.33,0.00,0.00,4.33,0.22,0.97,3.37,,,
88439730,8.52,0.00,0.00,0.00,0.00,8.52,0.24,2.02,6.50,,,
88499937,0.00,2.13,0.00,0.00,0.00,2.13,0.36,0.76,1.37,,,
88559800,6.50,0.00,0.00,0.00,0.00,6.50,0.26,1.71,4.79,,,
88629929,0.00,0.00,0.00,0.00,6.39,6.39,0.26,1.64,4.75,,,
88699811,0.00,0.00,0.00,0.00,10.83,10.83,0.28,3.03,7.80,,,
88729945,0.00,0.00,4.33,0.00,0.00,4.33,0.30,1.29,3.05,,,
88749671,0.00,0.00,0.00,0.00,8.52,8.52,0.23,1.95,6.57,,,
88829796,0.00,0.00,0.00,2.13,0.00,2.13,0.02,0.04,2.09,,,
88899548,0.00,0.00,0.00,2.13,0.00,2.13,0.24,0.51,1.62,,,
88899873,0.00,10.65,0.00,10.65,0.00,21.31,0.27,5.81,15.49,,,
88999990,0.00,4.33,0.00,0.00,0.00,4.33,0.27,1.16,3.17,,,
89079661,0.00,4.26,0.00,0.00,0.00,4.26,0.50,2.14,2.12,,,
89159653,0.00,0.00,0.00,0.00,6.39,6.39,0.30,1.92,4.48,,,
89169833,0.00,0.00,0.00,10.65,0.00,10.65,0.00,0.03,10.62,,,
89209703,2.13,0.00,0.00,0.00,0.00,2.13,0.29,0.62,1.51,,,
89269960,0.00,0.00,10.65,6.50,0.00,17.15,0.28,4.88,12.27,,,
89299599,0.00,0.00,10.65,6.39,0.00,17.04,0.25,4.35,12.70,,,
89299811,0.00,0.00,0.00,8.52,0.00,8.52,0.26,2.18,6.34,,,
89299902,0.00,4.33,0.00,0.00,0.00,4.33,0.27,1.15,3.18,,,
89339811,0.00,0.00,4.26,0.00,0.00,4.26,0.23,1.00,3.26,,,
89359663,0.00,0.00,0.00,0.00,6.39,6.39,0.28,1.80,4.60,,,
89459995,0.00,0.00,0.00,4.26,0.00,4.26,0.06,0.27,3.99,,,
89509969,0.00,0.00,4.26,0.00,0.00,4.26,0.37,1.58,2.68,,,
89529591,0.00,0.00,0.00,0.00,4.26,4.26,0.04,0.17,4.09,,,
89549896,8.52,0.00,0.00,0.00,0.00,8.52,0.34,2.93,5.60,,,
89569898,0.00,0.00,8.52,0.00,0.00,8.52,0.41,3.50,5.02,,,
89579824,8.52,0.00,0.00,8.52,0.00,17.04,0.25,4.20,12.84,,,
89709714,19.50,17.04,0.00,0.00,0.00,36.54,0.34,12.36,24.19,,,
89729948,0.00,4.33,0.00,0.00,0.00,4.33,0.29,1.27,3.07,,,
89749619,0.00,0.00,0.00,0.00,8.52,8.52,0.15,1.31,7.21,,,
89759976,0.00,4.33,0.00,0.00,0.00,4.33,0.20,0.88,3.45,,,
89769630,0.00,0.00,4.26,0.00,0.00,4.26,0.38,1.61,2.65,,,
89779928,0.00,0.00,0.00,0.00,6.39,6.39,0.02,0.12,6.27,,,
89849985,0.00,4.33,0.00,0.00,0.00,4.33,0.32,1.39,2.95,,,
89869626,0.00,0.00,0.00,6.39,0.00,6.39,0.33,2.08,4.31,,,
89879774,0.00,0.00,12.78,0.00,0.00,12.78,0.42,5.32,7.46,,,
89889832,4.26,0.00,0.00,4.26,0.00,8.52,0.07,0.60,7.92,,,
89959808,4.26,0.00,0.00,0.00,0.00,4.26,0.33,1.40,2.86,,,
90099963,0.00,0.00,0.00,0.00,4.26,4.26,0.25,1.07,3.19,,,
90119678,0.00,0.00,10.83,0.00,0.00,10.83,0.44,4.76,6.07,,,
90119828,0.00,0.00,0.00,8.52,0.00,8.52,0.32,2.70,5.82,,,
90139923,0.00,4.26,0.00,0.00,0.00,4.26,0.37,1.59,2.67,,,
90299561,0.00,0.00,0.00,0.00,6.39,6.39,0.31,2.00,4.39,,,
90379624,0.00,4.26,0.00,0.00,0.00,4.26,0.40,1.72,2.55,,,
90429998,0.00,4.26,0.00,0.00,0.00,4.26,0.18,0.76,3.50,,,
90579826,6.39,0.00,0.00,0.00,0.00,6.39,0.35,2.25,4.14,,,
90599963,0.00,0.00,0.00,0.00,6.39,6.39,0.29,1.86,4.53,,,
90679895,4.33,0.00,0.00,0.00,0.00,4.33,0.15,0.66,3.68,,,
90779596,8.52,0.00,0.00,0.00,0.00,8.52,0.26,2.23,6.29,,,
90909890,0.00,12.78,0.00,0.00,0.00,12.78,0.33,4.17,8.61,,,
90959770,0.00,0.00,0.00,4.26,0.00,4.26,0.08,0.32,3.94,,,
90999744,0.00,0.00,0.00,2.13,0.00,2.13,0.07,0.15,1.98,,,
91029748,0.00,2.13,0.00,0.00,0.00,2.13,0.23,0.49,1.64,,,
91039747,0.00,4.26,0.00,0.00,0.00,4.26,0.39,1.67,2.59,,,
91049795,0.00,0.00,0.00,0.00,14.91,14.91,0.13,1.89,13.03,,,
91129850,0.00,0.00,0.00,0.00,15.16,15.16,0.42,6.36,8.81,,,
91139797,14.91,0.00,0.00,0.00,0.00,14.91,0.33,4.90,10.01,,,
91219808,0.00,14.91,0.00,0.00,13.00,27.91,0.20,5.64,22.28,,,
91219877,0.00,0.00,2.17,0.00,8.52,10.69,0.28,2.98,7.71,,,
91229754,0.00,6.39,0.00,0.00,0.00,6.39,0.23,1.47,4.92,,,
91499539,0.00,0.00,6.39,0.00,0.00,6.39,0.39,2.49,3.91,,,
91579905,0.00,0.00,6.39,0.00,0.00,6.39,0.25,1.58,4.81,,,
91639703,0.00,6.50,0.00,0.00,0.00,6.50,0.21,1.40,5.10,,,
91669577,0.00,6.39,0.00,0.00,0.00,6.39,0.37,2.37,4.02,,,
91699705,4.26,0.00,0.00,0.00,0.00,4.26,0.32,1.38,2.89,,,
91729991,0.00,0.00,10.83,0.00,0.00,10.83,0.45,4.84,6.00,,,
91759561,0.00,0.00,0.00,6.50,0.00,6.50,0.39,2.52,3.98,,,
91769669,0.00,0.00,0.00,0.00,2.13,2.13,0.33,0.69,1.44,,,
91939823,0.00,0.00,0.00,15.16,0.00,15.16,0.30,4.62,10.55,,,
91959948,4.33,0.00,0.00,0.00,0.00,4.33,0.27,1.18,3.15,,,
91969693,0.00,0.00,2.13,0.00,0.00,2.13,0.29,0.62,1.51,,,
91999785,0.00,0.00,0.00,0.00,8.52,8.52,0.39,3.36,5.17,,,
92039782,0.00,6.39,0.00,0.00,0.00,6.39,0.10,0.61,5.78,,,
92129893,4.26,0.00,0.00,0.00,0.00,4.26,0.29,1.22,3.04,,,
92139922,6.39,0.00,0.00,4.33,0.00,10.72,0.24,2.52,8.20,,,
92159812,0.00,2.17,0.00,0.00,0.00,2.17,0.37,0.79,1.37,,,
92199878,0.00,0.00,2.13,0.00,0.00,2.13,0.22,0.47,1.67,,,
92209947,0.00,0.00,4.26,0.00,0.00,4.26,0.18,0.75,3.51,,,
92229970,10.65,0.00,0.00,0.00,0.00,10.65,0.27,2.83,7.82,,,
92289730,0.00,0.00,14.91,0.00,0.00,14.91,0.42,6.31,8.60,,,
92309822,0.00,0.00,0.00,0.00,30.33,30.33,0.25,7.66,22.67,,,
92359694,6.39,0.00,0.00,0.00,0.00,6.39,0.14,0.87,5.52,,,
92609580,0.00,0.00,4.33,4.33,0.00,8.67,0.45,3.92,4.74,,,
92689781,0.00,0.00,2.17,0.00,0.00,2.17,0.17,0.37,1.79,,,
92719644,0.00,0.00,0.00,8.67,0.00,8.67,0.26,2.27,6.40,,,
92729835,0.00,0.00,0.00,8.52,0.00,8.52,0.25,2.11,6.41,,,
92779572,0.00,0.00,0.00,6.39,0.00,6.39,0.50,3.21,3.18,,,
92979822,10.83,0.00,0.00,0.00,0.00,10.83,0.12,1.33,9.50,,,
93039647,0.00,4.26,0.00,0.00,0.00,4.26,0.11,0.45,3.81,,,
93049717,0.00,0.00,0.00,4.33,0.00,4.33,0.33,1.42,2.91,,,
93069776,8.52,0.00,0.00,0.00,0.00,8.52,0.22,1.84,6.68,,,
93119860,0.00,0.00,0.00,10.83,0.00,10.83,0.30,3.25,7.58,,,
93149872,0.00,0.00,0.00,12.78,0.00,12.78,0.21,2.73,10.06,,,
93289902,0.00,4.26,0.00,0.00,0.00,4.26,0.32,1.37,2.89,,,
93299781,0.00,0.00,0.00,0.00,8.52,8.52,0.14,1.18,7.34,,,
93489904,0.00,0.00,13.00,0.00,0.00,13.00,0.37,4.76,8.24,,,
93509814,0.00,0.00,0.00,8.67,0.00,8.67,0.32,2.79,5.88,,,
93529776,0.00,2.13,0.00,0.00,0.00,2.13,0.32,0.67,1.46,,,
93579729,0.00,0.00,0.00,0.00,10.65,10.65,0.34,3.57,7.08,,,
93609925,0.00,4.33,0.00,0.00,0.00,4.33,0.32,1.38,2.95,,,
93809895,4.26,0.00,0.00,4.26,0.00,8.52,0.36,3.06,5.46,,,
93819972,0.00,12.78,0.00,0.00,0.00,12.78,0.28,3.53,9.25,,,
93869930,6.39,0.00,0.00,0.00,0.00,6.39,0.11,0.67,5.72,,,
93909955,0.00,0.00,0.00,12.78,0.00,12.78,0.44,5.64,7.15,,,
93919987,0.00,2.17,0.00,0.00,0.00,2.17,0.37,0.80,1.36,,,
94019927,4.26,0.00,0.00,0.00,0.00,4.26,0.29,1.23,3.03,,,
94109885,0.00,4.26,0.00,0.00,0.00,4.26,0.29,1.24,3.02,,,
94129945,0.00,0.00,0.00,0.00,4.33,4.33,0.36,1.55,2.79,,,
94209932,0.00,0.00,0.00,0.00,8.52,8.52,0.14,1.16,7.36,,,
94309610,4.26,0.00,0.00,0.00,0.00,4.26,0.39,1.65,2.61,,,
94339923,0.00,0.00,0.00,0.00,4.26,4.26,0.34,1.45,2.81,,,
94369976,0.00,0.00,0.00,0.00,10.83,10.83,0.15,1.62,9.21,,,
94389911,0.00,0.00,6.39,0.00,0.00,6.39,0.02,0.14,6.25,,,
94449814,0.00,8.52,0.00,0.00,0.00,8.52,0.33,2.82,5.70,,,
94449952,0.00,0.00,0.00,0.00,17.04,17.04,0.37,6.25,10.80,,,
94479963,17.33,0.00,0.00,0.00,0.00,17.33,0.18,3.17,14.16,,,
94629802,0.00,0.00,8.52,0.00,0.00,8.52,0.42,3.61,4.91,,,
94639778,0.00,0.00,0.00,0.00,4.26,4.26,0.44,1.86,2.40,,,
94719818,0.00,0.00,0.00,4.26,0.00,4.26,0.31,1.33,2.93,,,
94789789,21.66,0.00,0.00,0.00,0.00,21.66,0.10,2.13,19.53,,,
94819886,0.00,0.00,4.26,0.00,0.00,4.26,0.33,1.40,2.86,,,
94859825,0.00,13.00,0.00,0.00,0.00,13.00,0.30,3.89,9.11,,,
94869963,8.52,0.00,0.00,0.00,0.00,8.52,0.02,0.18,8.34,,,
94879842,0.00,0.00,0.00,8.67,0.00,8.67,0.28,2.39,6.28,,,
94969870,0.00,0.00,4.33,0.00,0.00,4.33,0.35,1.51,2.82,,,
94979631,0.00,0.00,0.00,6.39,0.00,6.39,0.40,2.57,3.83,,,
94999586,0.00,0.00,0.00,0.00,13.00,13.00,0.27,3.47,9.53,,,
95009958,8.52,0.00,0.00,0.00,0.00,8.52,0.28,2.35,6.18,,,
95029657,0.00,0.00,8.52,0.00,0.00,8.52,0.40,3.37,5.15,,,
95079770,8.67,0.00,0.00,0.00,0.00,8.67,0.15,1.34,7.33,,,
95099867,8.52,0.00,0.00,0.00,0.00,8.52,0.10,0.89,7.63,,,
95119997,6.50,0.00,0.00,8.52,0.00,15.02,0.34,5.12,9.90,,,
95199936,6.39,0.00,0.00,0.00,0.00,6.39,0.24,1.52,4.87,,,
95239946,0.00,0.00,4.33,0.00,0.00,4.33,0.40,1.75,2.58,,,
95289859,0.00,10.65,0.00,8.52,0.00,19.17,0.38,7.20,11.98,,,
95359802,0.00,0.00,0.00,0.00,4.26,4.26,0.22,0.94,3.32,,,
