"X1","X2","X3","X4","X5","cus_id"
2,2,2,2,2,"41879910"
7,6,6,7,11,"41969542"
4,1,1,1,11,"41979677"
2,2,2,3,2,"42119677"
4,4,3,3,4,"42139922"
3,3,4,3,3,"42149824"
2,2,2,2,3,"42169852"
4,4,3,4,3,"42179858"
2,2,2,2,2,"42289929"
2,2,3,2,3,"42329595"
3,2,3,3,3,"42509966"
3,2,2,2,2,"42509986"
2,5,4,6,5,"42529970"
5,2,2,2,2,"42539716"
5,5,5,6,5,"42659898"
9,7,7,8,5,"42819555"
1,2,2,2,2,"42879651"
2,2,2,2,2,"42919778"
2,1,1,1,1,"42929814"
3,4,3,4,3,"42939560"
1,1,1,13,9,"42959986"
5,5,5,4,5,"43129969"
4,4,3,3,4,"43299990"
5,5,6,4,5,"43319898"
2,2,2,2,2,"43349579"
4,4,4,6,4,"43429730"
4,5,5,8,25,"43449710"
1,1,1,1,1,"43489996"
1,1,1,1,1,"43499671"
4,2,2,2,2,"43499960"
5,4,4,4,4,"43519730"
4,4,4,4,4,"43539824"
2,2,2,3,3,"43599814"
7,7,7,6,6,"43599932"
2,1,1,2,5,"43609830"
2,1,1,2,1,"43689784"
3,4,5,5,5,"43689965"
7,7,7,7,7,"43769997"
2,2,2,3,2,"43779760"
3,2,3,3,3,"43869643"
6,8,6,6,9,"43899957"
6,4,4,5,6,"43919911"
3,3,3,4,3,"44019808"
4,4,5,5,8,"44099958"
8,8,9,7,7,"44109785"
9,16,17,19,13,"44129811"
3,3,2,3,2,"44129959"
4,9,10,6,9,"44159991"
2,3,3,2,3,"44209751"
3,3,3,3,3,"44209904"
3,4,6,7,9,"44229986"
8,7,6,7,9,"44269946"
2,2,2,2,2,"44339934"
4,4,4,4,4,"44459982"
5,5,4,5,3,"44629969"
1,1,1,2,2,"44639953"
3,3,3,3,3,"44729957"
4,4,5,4,4,"44759991"
3,3,3,3,2,"44809845"
6,7,8,8,4,"44839717"
7,11,9,8,9,"45009851"
4,4,3,4,3,"45019696"
2,1,1,1,1,"45029977"
1,5,4,8,5,"45079933"
4,3,3,3,4,"45289995"
8,9,9,5,7,"45369949"
3,3,3,3,3,"45409635"
4,5,5,4,4,"45409661"
3,3,3,3,3,"45559604"
4,2,2,2,2,"45649777"
3,4,4,4,4,"45669818"
2,2,2,2,2,"45729602"
5,6,6,6,1,"45729819"
1,1,1,1,1,"45729954"
8,6,6,6,8,"45769973"
4,4,4,3,4,"45819856"
5,3,4,6,11,"46129828"
11,1,5,7,5,"46159926"
3,3,2,3,3,"46179587"
4,4,4,4,4,"46199830"
6,5,6,5,5,"46279661"
1,1,3,2,2,"46289575"
5,6,6,6,6,"46319846"
2,2,2,1,2,"46349979"
1,1,1,1,2,"46369739"
5,5,6,5,7,"46379873"
2,2,2,2,2,"46379982"
6,4,5,5,6,"46409574"
2,2,2,2,2,"46409826"
2,3,3,2,2,"46439894"
12,15,14,9,13,"46489831"
1,1,1,1,1,"46609760"
3,3,3,6,6,"46659918"
3,3,2,7,7,"46839543"
6,6,6,6,6,"46849605"
5,5,5,5,5,"46849816"
8,7,7,7,7,"46869690"
3,3,3,4,4,"47069929"
4,2,4,4,4,"47119983"
2,2,2,2,2,"47199757"
2,2,3,2,2,"47299897"
3,3,3,3,4,"47329978"
3,4,4,4,3,"47349990"
2,3,3,3,2,"47409797"
5,5,5,6,5,"47409814"
1,1,1,1,1,"47519536"
3,3,3,3,3,"47519827"
2,2,2,2,1,"47649695"
6,6,5,6,6,"47729807"
9,9,9,10,9,"47889961"
3,3,3,3,4,"47899869"
2,3,2,2,3,"48009606"
4,4,4,4,4,"48009896"
4,4,5,4,1,"48029585"
6,6,5,6,6,"48049896"
2,2,1,2,2,"48159996"
2,2,2,2,2,"48179958"
4,4,3,4,4,"48199798"
6,6,7,5,5,"48219933"
3,4,4,4,4,"48439956"
6,6,5,6,5,"48479522"
3,3,6,5,3,"48509865"
4,4,3,4,4,"48539899"
4,5,5,4,4,"48549830"
2,2,2,2,2,"48669585"
7,8,3,1,2,"48819714"
3,2,3,3,1,"48829987"
5,5,5,4,4,"48889801"
4,4,5,5,2,"48909989"
3,4,3,4,3,"48929631"
2,2,2,2,1,"48929800"
2,2,2,1,2,"48929881"
2,2,2,2,2,"48939821"
4,4,4,4,4,"48949721"
2,2,2,2,1,"49159936"
3,14,9,6,8,"49309853"
6,6,6,6,6,"49319652"
12,13,15,12,13,"49459807"
3,3,3,3,3,"49499942"
1,1,1,1,1,"49579941"
4,4,4,4,3,"49719951"
9,6,9,9,9,"49939636"
1,2,2,2,2,"49939816"
2,2,2,2,2,"49969707"
8,7,12,12,8,"49969850"
3,3,4,3,3,"50029548"
7,7,8,7,6,"50029638"
3,4,3,5,5,"50069642"
2,2,2,3,2,"50099615"
7,8,9,8,9,"50099728"
2,2,2,2,2,"50099912"
4,4,5,3,5,"50129744"
5,10,12,8,9,"50199580"
2,1,2,1,2,"50239830"
11,10,11,12,11,"50279938"
5,5,7,6,6,"50289781"
5,8,8,4,4,"50309997"
5,5,5,3,4,"50359965"
7,7,5,5,6,"50379698"
2,2,1,2,2,"50479791"
2,2,2,3,2,"50489953"
2,3,2,7,7,"50519931"
2,3,3,3,3,"50619780"
3,5,5,5,4,"50629997"
3,3,3,3,3,"50689836"
8,7,9,10,5,"50689912"
4,2,3,4,4,"50739844"
3,1,3,4,4,"50759569"
10,8,5,7,7,"50779606"
3,2,2,3,2,"50799928"
2,2,2,2,3,"50869590"
5,5,8,6,5,"50879576"
4,2,3,2,3,"50969868"
6,6,8,6,6,"50999984"
4,4,4,4,4,"51029625"
1,2,2,2,2,"51109607"
3,2,2,2,2,"51199835"
7,6,4,4,3,"51269972"
3,4,2,2,2,"51289528"
3,2,3,3,3,"51319656"
3,4,5,4,4,"51419884"
2,2,2,2,2,"51529853"
3,6,5,3,3,"51559819"
4,4,4,4,4,"51639797"
2,1,2,1,2,"51719813"
2,3,3,3,3,"51749812"
6,7,5,6,2,"51749997"
5,4,5,6,5,"51839574"
2,1,1,3,1,"51919585"
25,1,1,19,19,"51929932"
37,2,2,3,3,"51939992"
1,1,1,1,1,"52039819"
1,1,1,1,2,"52039852"
2,2,2,2,2,"52089714"
5,5,5,6,4,"52129851"
2,3,3,3,3,"52219962"
4,5,4,5,5,"52269599"
6,5,5,6,5,"52319605"
2,2,2,2,1,"52319807"
4,6,4,7,3,"52319932"
2,2,2,2,1,"52379615"
2,2,2,2,2,"52559517"
2,1,1,1,2,"52639869"
3,3,3,2,3,"52649606"
4,4,4,5,4,"52649644"
3,1,2,2,2,"52679821"
3,4,4,4,2,"52709984"
2,3,7,4,2,"52739986"
2,2,3,3,3,"52759663"
5,5,5,5,5,"52889969"
2,2,1,2,7,"52969816"
11,7,9,9,7,"52989686"
4,4,5,5,5,"53119647"
4,4,3,4,4,"53129773"
2,2,2,2,2,"53139937"
2,3,2,2,2,"53219594"
4,3,4,4,4,"53249609"
8,5,10,8,2,"53309567"
4,4,4,4,4,"53449868"
1,1,2,1,1,"53449947"
5,4,5,5,4,"53529990"
9,4,6,8,8,"53629714"
3,3,3,3,3,"53649964"
3,3,3,3,4,"53659748"
3,3,4,3,3,"53709851"
3,4,4,5,5,"53709984"
1,1,2,1,1,"53759799"
2,2,2,2,2,"53789855"
3,5,3,5,3,"53819793"
3,3,4,3,9,"53849921"
4,3,4,4,4,"53989880"
4,4,4,3,4,"54009814"
5,2,5,5,5,"54049864"
3,2,2,2,3,"54079912"
2,3,3,3,3,"54099615"
8,10,9,12,9,"54179843"
6,5,6,6,7,"54219546"
6,6,5,5,5,"54279893"
2,1,2,2,2,"54339683"
11,12,13,7,9,"54339877"
2,2,2,2,2,"54449732"
1,1,1,1,1,"54589898"
3,3,3,3,3,"54599800"
6,6,6,4,4,"54689670"
3,3,3,4,3,"54839800"
2,2,3,3,3,"54869841"
3,5,3,4,4,"54969569"
4,15,6,10,3,"54969865"
17,18,19,18,30,"54989628"
1,1,1,1,1,"55119753"
1,1,1,2,2,"55129810"
3,3,3,3,4,"55139560"
5,6,6,6,6,"55149832"
3,3,4,3,3,"55169787"
3,3,3,3,4,"55239784"
3,3,3,3,3,"55259950"
2,2,2,1,2,"55399866"
2,2,2,2,2,"55409579"
6,4,5,5,6,"55539869"
11,11,9,9,9,"55559919"
2,2,2,2,1,"55579896"
1,2,2,1,2,"55589990"
2,3,3,2,3,"55619636"
2,2,2,2,2,"55659902"
2,1,1,1,1,"55699764"
2,2,2,2,2,"55709533"
10,10,9,10,9,"55849881"
3,3,1,3,2,"55889624"
3,3,3,3,3,"55909600"
2,2,3,3,3,"55919561"
2,2,2,2,2,"56089980"
4,4,4,8,5,"56229619"
7,4,3,4,3,"56229800"
1,1,2,2,2,"56269571"
2,2,1,2,2,"56269748"
2,1,2,2,2,"56269999"
5,6,5,5,5,"56289796"
5,6,6,6,6,"56299930"
1,1,1,1,1,"56569752"
1,1,1,1,1,"56629813"
3,2,2,3,3,"56639598"
3,3,3,3,3,"56669958"
2,3,3,3,3,"56679721"
4,4,5,4,4,"56789778"
3,2,2,2,2,"56829838"
4,4,4,5,3,"56869794"
2,1,1,2,2,"56939689"
2,2,2,2,2,"57019943"
10,9,10,11,10,"57199920"
1,1,1,1,1,"57269625"
1,2,2,15,16,"57369659"
2,2,2,5,5,"57369892"
7,3,4,3,4,"57399788"
3,3,4,2,3,"57419910"
3,4,4,4,4,"57459952"
3,3,3,3,3,"57589744"
5,2,5,5,5,"57669579"
9,2,7,12,8,"57679879"
2,3,3,2,3,"57709953"
8,9,8,10,8,"57749865"
3,4,4,4,3,"57759832"
3,3,3,3,3,"57779591"
2,1,2,2,2,"57799942"
4,2,5,4,4,"57889720"
2,2,2,2,2,"57919957"
4,4,5,4,4,"57929694"
5,3,4,4,5,"58159858"
4,2,1,2,2,"58209836"
2,4,3,4,3,"58309902"
2,2,2,1,1,"58309983"
3,3,3,3,3,"58349654"
3,1,5,1,4,"58369810"
3,3,3,2,4,"58389878"
6,6,6,6,7,"58439884"
3,3,3,3,4,"58489985"
3,3,4,3,3,"58519636"
2,2,2,2,2,"58529610"
2,3,3,4,3,"58559816"
2,2,2,2,4,"58719644"
3,2,3,3,3,"58769988"
8,11,12,8,12,"58809981"
2,2,2,2,2,"58889636"
2,2,2,2,2,"58899766"
2,3,2,2,2,"58899896"
4,2,4,2,6,"58989946"
3,3,3,3,3,"58999710"
3,2,2,3,2,"59059682"
4,3,3,3,4,"59079912"
3,3,3,4,3,"59089608"
3,4,4,3,3,"59149553"
5,5,5,4,4,"59179893"
19,17,15,21,10,"59249576"
3,3,3,3,3,"59329765"
6,4,5,6,8,"59369945"
8,8,10,8,7,"59369958"
1,1,7,7,8,"59429956"
2,4,4,2,2,"59499720"
5,5,5,5,6,"59509843"
5,4,5,5,4,"59599598"
3,3,3,3,3,"59669797"
2,3,2,2,3,"59689862"
3,3,3,3,2,"59709872"
3,3,2,2,3,"59719854"
4,3,3,3,4,"59749760"
2,3,3,9,7,"59809919"
3,3,4,5,2,"59849516"
1,1,2,1,8,"59909971"
3,3,3,3,7,"59969999"
4,7,2,5,4,"60029755"
3,3,3,4,3,"60119643"
4,3,3,3,7,"60179870"
1,2,2,2,2,"60259886"
2,1,2,1,2,"60309703"
2,1,2,2,2,"60329807"
7,8,8,10,8,"60329938"
2,3,2,2,2,"60449806"
1,1,1,1,1,"60549979"
3,3,3,2,3,"60559643"
2,1,1,1,1,"60589972"
4,4,4,4,4,"60749585"
2,2,2,2,2,"60829804"
2,1,1,1,1,"60829822"
12,8,14,10,14,"60889825"
6,14,3,3,3,"60889832"
4,5,4,4,4,"60969802"
3,3,4,4,4,"61039683"
1,5,7,1,4,"61069852"
6,7,6,6,6,"61079972"
5,4,3,4,3,"61109732"
5,5,6,6,6,"61109941"
8,8,7,9,9,"61309843"
2,5,4,5,7,"61359967"
7,6,9,7,7,"61449984"
2,2,2,2,2,"61499780"
5,4,7,3,5,"61609986"
1,3,3,3,3,"61729988"
3,7,8,11,8,"61759735"
8,6,2,8,9,"61839894"
4,4,5,4,5,"61959612"
2,2,2,1,1,"61999562"
2,2,2,2,3,"61999616"
3,3,2,3,3,"62049733"
2,4,3,3,3,"62129717"
1,1,1,1,1,"62129758"
1,1,1,1,1,"62179888"
4,4,3,3,4,"62209651"
1,1,1,1,1,"62369802"
3,2,2,2,2,"62389829"
8,7,7,7,8,"62409748"
6,7,3,3,3,"62469946"
6,5,5,5,5,"62479947"
4,4,4,4,4,"62549981"
1,1,1,1,1,"62599880"
7,10,6,1,1,"62759768"
2,2,2,2,2,"62909989"
2,2,2,2,2,"62919778"
3,3,4,3,4,"62959814"
1,1,2,2,2,"62989950"
3,3,3,3,2,"63019857"
6,1,2,2,1,"63049872"
3,3,2,2,3,"63149599"
1,1,1,1,1,"63159673"
3,2,2,2,2,"63179749"
2,2,3,3,4,"63189976"
29,111,23,46,48,"63319749"
4,4,3,6,4,"63329930"
2,2,2,2,1,"63359779"
2,3,3,3,4,"63369805"
2,2,2,2,2,"63399975"
2,2,1,1,2,"63459902"
2,2,2,1,2,"63459959"
2,2,2,2,3,"63589910"
8,8,8,8,8,"63599623"
3,3,4,2,4,"63609655"
2,2,2,2,2,"63609837"
5,5,2,2,2,"63679811"
2,2,2,2,2,"63709814"
6,10,2,8,11,"63719981"
3,2,3,2,3,"63739795"
3,2,2,2,2,"63799646"
7,6,7,7,7,"63839932"
3,3,3,3,3,"63869936"
2,3,3,3,3,"63879957"
7,7,6,6,5,"63949860"
2,2,2,2,2,"63979788"
5,5,5,4,4,"64119580"
4,4,4,5,7,"64229824"
2,4,4,3,4,"64239835"
2,2,3,2,2,"64239851"
6,5,7,6,7,"64309818"
4,3,4,3,2,"64359776"
2,2,2,2,2,"64369978"
4,3,4,3,4,"64389898"
6,5,6,5,5,"64429608"
3,2,2,3,3,"64579878"
1,2,1,1,1,"64599801"
8,7,5,5,2,"64609895"
5,5,5,3,3,"64629802"
3,2,3,2,3,"64629817"
3,3,2,2,2,"64649954"
2,2,2,3,2,"64699870"
2,2,2,2,1,"64709684"
2,2,2,2,2,"64799826"
2,2,3,2,2,"64809999"
5,4,4,4,5,"64839997"
6,6,5,6,5,"64859710"
3,3,3,2,3,"64909661"
2,2,2,2,2,"65029545"
4,4,5,5,5,"65039570"
5,5,5,5,1,"65239815"
2,2,2,2,2,"65259730"
5,5,4,4,4,"65299979"
6,6,5,6,4,"65339810"
2,2,2,2,2,"65549871"
3,4,4,4,4,"65659888"
4,4,5,1,1,"65699550"
2,2,2,2,2,"65739596"
4,4,3,4,3,"65759557"
2,1,2,2,2,"65769567"
5,4,5,6,5,"65809806"
2,2,2,2,2,"65829806"
3,4,4,4,4,"65969947"
4,4,5,4,4,"66019815"
2,2,1,2,2,"66079851"
2,2,2,2,2,"66099876"
7,6,5,7,6,"66099964"
4,4,4,3,3,"66129983"
3,3,3,2,3,"66159554"
2,2,2,1,2,"66199815"
3,2,3,3,2,"66269728"
6,6,4,5,3,"66279802"
2,2,1,1,2,"66289964"
2,2,2,2,1,"66319699"
4,4,4,5,5,"66319865"
3,3,5,3,3,"66319982"
4,3,3,2,4,"66409862"
7,2,1,1,1,"66429982"
1,2,2,1,2,"66439704"
2,2,2,3,2,"66529712"
4,5,4,4,4,"66589830"
3,4,4,3,4,"66629698"
2,1,2,1,1,"66639808"
2,2,2,2,2,"66699922"
2,2,2,1,1,"66699998"
3,2,2,1,2,"66749695"
6,4,6,5,5,"66789769"
1,2,1,1,1,"66809959"
5,3,3,3,3,"66819994"
4,4,3,4,4,"66839835"
4,4,5,5,4,"66849888"
4,4,3,3,5,"66899795"
4,3,4,4,3,"66949913"
3,3,2,3,3,"66959544"
5,5,5,6,6,"66989807"
2,2,1,1,2,"67009584"
5,5,3,3,3,"67089984"
3,3,3,3,3,"67139562"
2,2,2,2,2,"67309958"
4,4,5,5,5,"67349677"
2,1,1,1,1,"67369569"
1,2,2,1,2,"67459546"
3,2,3,3,3,"67509816"
1,1,2,2,2,"67519904"
2,1,3,4,3,"67529820"
2,2,2,2,2,"67659643"
6,5,7,7,6,"67659989"
5,4,4,4,4,"67769883"
4,4,4,4,2,"67799575"
5,5,5,4,4,"67809986"
5,5,4,5,3,"67829568"
1,1,1,1,1,"67849867"
4,3,4,4,4,"67909561"
3,4,4,4,4,"67949591"
1,1,1,1,2,"67979994"
10,8,8,2,2,"68029961"
3,3,3,3,4,"68139746"
3,2,2,3,2,"68209534"
5,3,4,5,5,"68299523"
3,2,3,2,4,"68299894"
2,2,2,2,2,"68329889"
2,2,2,2,2,"68369727"
7,7,8,6,8,"68369880"
2,2,2,2,2,"68399975"
2,3,3,4,4,"68439887"
1,1,1,1,1,"68489597"
2,2,2,2,2,"68509607"
5,5,4,3,4,"68539890"
5,6,5,6,6,"68589912"
3,3,3,3,3,"68619793"
4,3,3,3,3,"68659566"
4,3,4,4,4,"68689965"
2,2,4,3,4,"68839859"
3,2,2,2,2,"68879713"
6,7,6,5,5,"68919783"
2,2,2,2,2,"68949809"
3,3,2,2,2,"69009686"
3,3,3,3,3,"69179754"
4,4,4,3,4,"69199669"
5,4,3,2,3,"69229945"
4,2,3,1,2,"69329634"
3,3,3,3,2,"69349799"
2,3,2,3,2,"69399738"
3,3,3,3,3,"69429786"
2,2,2,2,2,"69479719"
3,3,4,3,3,"69509703"
2,2,2,2,2,"69559881"
5,5,4,2,2,"69679884"
2,2,2,2,2,"69729563"
8,4,7,7,7,"69769566"
9,8,9,5,7,"69779596"
2,1,2,2,2,"69919763"
2,4,4,4,4,"70069949"
1,1,1,1,1,"70139914"
7,6,6,6,5,"70159937"
4,2,4,3,3,"70239750"
1,1,1,1,2,"70309838"
5,5,5,4,7,"70309918"
7,6,6,6,6,"70329843"
2,2,2,2,2,"70329964"
4,6,7,6,5,"70329992"
1,1,1,1,1,"70339834"
3,4,4,3,4,"70449806"
4,3,3,3,3,"70549834"
3,3,3,3,3,"70559769"
2,2,3,2,2,"70579807"
4,4,3,3,3,"70579976"
2,2,4,2,3,"70589698"
4,5,4,6,5,"70599860"
3,7,3,5,9,"70659949"
2,2,2,2,2,"70779661"
2,2,1,1,1,"70789997"
4,4,3,3,4,"70829837"
2,2,2,2,2,"70839933"
2,2,2,2,2,"70869780"
5,4,4,4,5,"70909617"
2,2,2,2,2,"70959635"
2,2,3,3,2,"71020000"
3,3,3,2,3,"71079980"
1,2,2,1,2,"71199923"
3,2,3,2,3,"71269983"
3,3,3,3,3,"71289798"
6,6,6,6,6,"71309569"
1,1,1,1,1,"71399913"
6,6,6,6,7,"71439816"
5,6,4,5,6,"71499894"
2,2,2,3,1,"71499931"
6,5,6,6,6,"71659967"
1,1,1,1,1,"71669903"
12,11,13,11,15,"71719734"
1,2,2,2,2,"71719832"
6,7,8,7,7,"71809778"
3,3,2,3,2,"71889894"
6,5,5,7,5,"71909986"
2,3,2,2,2,"71989811"
1,1,1,1,1,"72189942"
2,2,2,2,2,"72219861"
2,2,2,2,1,"72369833"
3,2,2,3,2,"72369948"
2,1,1,1,2,"72399803"
6,5,5,4,5,"72489595"
4,6,6,5,5,"72509958"
6,6,5,4,7,"72619999"
3,3,3,3,3,"72729561"
3,3,3,3,18,"72739822"
2,2,2,2,2,"72799724"
7,9,4,7,6,"72819768"
2,2,2,2,2,"72839836"
6,6,6,6,5,"72859797"
1,1,1,1,1,"72899594"
3,3,3,3,3,"72969591"
2,1,1,1,1,"72989999"
3,5,6,5,5,"72999965"
2,3,3,4,2,"73009929"
3,3,3,3,3,"73049516"
2,2,2,3,2,"73079911"
3,2,2,2,2,"73079933"
3,3,3,3,3,"73189606"
6,8,7,7,5,"73239833"
4,7,6,6,6,"73259941"
2,1,2,2,2,"73299969"
5,3,19,35,28,"73319677"
2,2,1,2,2,"73519846"
2,2,2,2,4,"73519861"
3,3,3,3,3,"73579859"
3,3,3,2,3,"73639835"
2,2,1,2,2,"73649581"
3,3,3,3,3,"73679873"
1,2,2,1,2,"73809611"
2,1,5,6,5,"73859929"
3,3,3,3,3,"73909623"
8,6,7,7,8,"73939814"
4,3,3,4,3,"74019703"
3,3,3,3,3,"74029934"
3,3,3,3,3,"74039561"
11,6,8,8,8,"74089696"
3,3,4,2,4,"74209744"
4,3,4,4,4,"74219950"
3,3,3,3,3,"74289807"
3,2,3,3,3,"74309851"
8,7,8,7,8,"74329710"
4,4,4,4,5,"74349745"
7,7,7,6,5,"74359817"
3,3,3,4,3,"74429898"
2,2,2,2,2,"74609955"
3,4,5,5,4,"74669916"
2,2,4,5,4,"74699977"
6,4,5,5,5,"74709993"
1,1,1,1,1,"74719607"
1,1,1,1,1,"74749840"
1,1,1,5,6,"74759887"
6,2,1,2,2,"74759921"
2,2,2,3,4,"74779598"
4,4,4,4,3,"74789761"
9,11,9,8,14,"74809914"
6,5,5,5,5,"74839726"
4,8,5,6,5,"74859999"
2,2,2,2,2,"74909637"
3,2,2,2,2,"74949747"
4,5,4,4,4,"74959935"
3,2,1,3,3,"75099730"
2,2,2,3,2,"75129821"
5,5,4,5,4,"75169913"
2,2,2,2,2,"75219661"
3,2,3,4,3,"75239975"
1,1,2,1,2,"75309956"
3,3,3,3,3,"75459553"
2,3,4,3,3,"75529965"
7,7,3,2,2,"75539779"
4,5,4,4,5,"75569703"
4,4,7,4,5,"75569745"
2,2,3,1,2,"75599971"
3,4,2,4,3,"75639628"
3,3,4,4,2,"75659942"
1,1,1,1,2,"75689897"
3,4,3,4,3,"75719956"
7,6,7,6,3,"75809879"
4,5,5,5,5,"75819974"
2,2,2,2,2,"75859738"
4,6,5,6,5,"75899684"
8,4,2,3,2,"75929626"
3,3,2,3,3,"75929995"
3,3,3,3,4,"75949929"
1,1,1,1,1,"75989819"
5,4,5,4,4,"76079817"
1,2,1,1,2,"76089832"
2,2,2,2,2,"76119926"
5,5,5,6,5,"76299582"
3,3,6,3,3,"76309982"
2,2,1,2,1,"76319567"
1,2,1,1,2,"76369645"
2,3,2,2,2,"76399832"
8,7,7,7,6,"76519764"
5,4,5,5,4,"76519834"
2,2,5,3,2,"76569920"
6,8,7,9,8,"76579825"
3,4,4,4,3,"76619544"
4,4,4,4,4,"76689889"
3,3,3,4,3,"76759978"
5,5,5,6,5,"76819642"
3,3,4,3,3,"76829675"
3,3,3,3,4,"76849847"
1,1,1,1,1,"76859612"
2,2,2,2,2,"76959946"
2,2,2,2,2,"77089884"
4,4,4,4,4,"77129952"
5,10,8,10,7,"77329638"
10,8,10,9,13,"77349930"
4,4,4,5,4,"77489811"
3,2,3,3,3,"77539788"
3,4,4,3,3,"77569887"
11,10,10,12,13,"77639836"
5,5,5,4,5,"77679883"
4,4,4,4,4,"77679888"
5,5,3,4,5,"77759601"
2,2,2,2,4,"77779881"
5,3,3,2,2,"77799644"
2,3,3,3,3,"77839753"
10,12,7,7,8,"77849956"
5,6,4,6,6,"77869988"
2,1,2,2,2,"77889863"
1,1,1,2,2,"77939826"
5,4,2,2,2,"77969898"
7,6,7,6,1,"78019832"
6,4,3,3,6,"78099516"
6,3,5,5,5,"78119662"
3,3,4,3,3,"78199831"
2,2,2,2,8,"78329997"
1,1,1,1,1,"78339680"
4,3,4,4,5,"78409577"
3,4,3,3,3,"78419719"
3,2,2,2,2,"78439721"
3,5,5,6,6,"78499979"
1,1,1,1,1,"78539992"
3,3,4,3,3,"78599978"
2,2,2,2,2,"78639616"
3,3,4,4,6,"78669628"
6,7,6,7,7,"78669634"
2,2,2,2,2,"78679975"
5,5,5,6,5,"78729631"
3,3,4,3,3,"79019839"
6,4,3,5,5,"79039800"
1,1,1,2,1,"79059792"
2,2,9,8,3,"79089986"
7,2,9,10,9,"79119626"
10,11,12,13,11,"79149851"
3,6,7,6,5,"79229923"
4,4,4,4,4,"79229925"
3,3,3,3,4,"79249895"
2,1,1,1,1,"79289768"
4,2,3,3,3,"79309678"
3,2,2,2,2,"79419939"
2,2,2,2,2,"79499693"
3,2,3,3,3,"79569929"
6,5,5,4,5,"79699618"
2,2,2,3,2,"79799813"
6,7,6,2,6,"79849706"
2,1,2,1,1,"79869994"
2,2,2,2,1,"79899874"
7,6,5,7,6,"80029584"
6,7,12,7,9,"80089936"
2,3,3,3,3,"80129666"
4,3,4,4,3,"80159773"
3,2,3,3,3,"80169689"
1,1,1,1,1,"80169901"
3,3,4,3,3,"80229611"
2,2,2,2,2,"80299946"
2,2,2,2,2,"80369845"
3,3,4,2,4,"80389854"
3,3,2,2,2,"80389915"
3,4,4,4,4,"80399571"
3,3,2,3,3,"80399800"
4,3,5,4,4,"80419730"
1,1,1,1,1,"80429707"
2,2,2,2,4,"80479935"
2,1,1,1,1,"80509648"
5,5,5,5,5,"80539979"
2,2,2,2,2,"80589961"
5,4,5,5,5,"80669666"
6,4,5,6,5,"80699587"
2,2,2,2,1,"80769887"
1,2,2,2,2,"80859701"
5,6,6,6,5,"80859813"
3,5,5,4,5,"80919939"
3,4,3,4,2,"80919996"
2,2,2,2,2,"80929858"
6,4,5,5,6,"80999929"
2,2,4,3,4,"81029960"
3,4,4,3,4,"81159947"
2,2,3,2,1,"81199915"
2,4,6,5,6,"81259764"
3,3,3,3,3,"81269812"
3,3,2,3,4,"81349923"
3,2,3,3,3,"81389969"
1,1,3,2,3,"81519841"
4,4,6,4,13,"81539535"
3,3,4,3,3,"81609864"
1,1,1,1,1,"81659873"
5,4,4,4,4,"81689893"
3,3,3,2,2,"81719591"
5,4,4,4,4,"81719949"
4,3,4,4,3,"81779810"
3,4,4,6,6,"81919572"
1,1,1,2,1,"81919616"
2,1,1,1,1,"81969930"
3,2,2,2,2,"82039956"
3,3,3,3,3,"82049898"
4,4,4,4,4,"82119724"
2,1,1,2,2,"82309982"
4,5,4,6,5,"82399811"
5,7,6,3,3,"82499585"
9,9,6,8,4,"82579930"
4,3,4,5,4,"82599846"
2,2,6,6,6,"82629825"
6,6,7,7,6,"82629970"
2,2,1,2,1,"82659863"
3,4,4,4,4,"82669531"
7,7,9,5,7,"82739882"
2,2,2,2,2,"82839870"
4,3,4,4,4,"82949944"
3,3,3,4,3,"82989879"
1,1,1,1,1,"83009883"
3,4,4,4,4,"83029872"
2,2,2,2,2,"83109711"
3,3,3,3,3,"83209896"
2,2,2,2,2,"83229822"
2,2,2,3,3,"83259898"
3,3,4,4,3,"83299721"
5,3,3,3,4,"83359833"
2,2,2,2,2,"83379817"
3,3,3,4,3,"83419755"
6,4,4,5,4,"83429800"
3,4,9,9,6,"83469980"
2,2,2,2,2,"83519981"
10,10,11,10,11,"83549899"
6,5,6,5,6,"83549946"
1,1,2,1,1,"83569974"
5,6,5,6,7,"83579610"
2,1,2,3,3,"83599655"
2,2,2,3,2,"83639904"
6,7,6,6,7,"83709894"
3,3,2,3,3,"83829593"
7,7,7,7,7,"83869839"
3,2,3,2,3,"83889904"
5,5,6,5,5,"83969811"
3,3,3,3,3,"83979666"
1,1,1,1,1,"84109612"
3,3,3,3,4,"84119696"
4,3,3,4,3,"84299911"
2,3,3,3,3,"84309861"
2,2,2,2,2,"84319801"
4,4,5,3,4,"84389796"
2,3,3,2,2,"84399956"
2,3,4,3,4,"84439987"
2,3,3,2,3,"84449994"
6,5,6,4,1,"84519978"
1,3,5,2,4,"84769937"
5,4,5,5,5,"84809987"
1,6,6,6,6,"84869542"
5,5,5,5,5,"84909909"
2,2,2,3,2,"84919853"
4,4,4,3,4,"84939831"
4,2,3,4,3,"84949990"
4,3,3,2,6,"84959905"
1,2,1,2,2,"84969976"
3,3,3,3,5,"85019945"
3,2,2,2,2,"85069816"
4,4,4,4,3,"85119903"
5,4,4,5,6,"85259620"
3,3,3,3,3,"85259959"
3,3,3,3,3,"85269784"
3,3,3,3,3,"85289658"
2,2,2,2,2,"85399739"
3,2,3,2,2,"85409937"
